"time in ms","power in W"
"192","+3.89385132E-05"
"361","+3.90635614E-05"
"545","+3.90521018E-05"
"732","+3.90502828E-05"
"929","+3.89621564E-05"
"1223","+3.89716806E-05"
"1400","+3.90626046E-05"
"1590","+3.90155328E-05"
"1777","+3.90196365E-05"
"1974","+3.90598361E-05"
"2167","+3.89438865E-05"
"2358","+3.89770030E-05"
"2557","+3.90724490E-05"
"2785","+3.89384695E-05"
"2968","+3.90613350E-05"
"3264","+3.90208443E-05"
"3458","+3.89328525E-05"
"3666","+3.90606510E-05"
"3865","+3.89958659E-05"
"4065","+3.90739770E-05"
"4258","+3.89552479E-05"
"4455","+3.90431414E-05"
"4636","+3.90697969E-05"
"4837","+3.89845300E-05"
"5027","+3.90822679E-05"
"5326","+3.89320885E-05"
"5509","+3.89434645E-05"
"5691","+3.90681962E-05"
"5892","+3.89953129E-05"
"6078","+3.89517991E-05"
"6274","+3.89722081E-05"
"6468","+3.89539564E-05"
"6676","+3.89401612E-05"
"6865","+3.89584966E-05"
"7058","+3.89834422E-05"
"7270","+3.90464375E-05"
"7474","+3.89100569E-05"
"7679","+3.89634479E-05"
"7871","+3.89891502E-05"
"8050","+3.89515117E-05"
"8329","+3.90247842E-05"
"8508","+3.89303495E-05"
"8688","+3.89475026E-05"
"8885","+3.89434936E-05"
"9092","+3.90707391E-05"
"9312","+3.90721070E-05"
"9525","+3.89627276E-05"
"9746","+3.90845926E-05"
"9923","+3.90334717E-05"
"10109","+3.90376845E-05"
"10286","+3.90674431E-05"
"10452","+3.89903689E-05"
"10638","+3.90629175E-05"
"10815","+3.90369532E-05"
"11009","+3.90685491E-05"
"11193","+3.89921152E-05"
"11371","+3.89526031E-05"
"11580","+3.90731366E-05"
"11781","+3.89500019E-05"
"11978","+3.90626628E-05"
"12178","+3.89408888E-05"
"12378","+3.90359019E-05"
"12556","+3.90408532E-05"
"12750","+3.90621171E-05"
"12922","+3.90606401E-05"
"13089","+3.89133602E-05"
"13266","+3.89622910E-05"
"13547","+3.89961970E-05"
"13741","+3.90548448E-05"
"13924","+3.89567394E-05"
