"time in ms","power in W"
"135","+2.86012713E-04"
"257","+2.86071241E-04"
"396","+2.86072463E-04"
"528","+2.86033464E-04"
"660","+2.86116963E-04"
"798","+2.86094553E-04"
"929","+2.86035531E-04"
"1169","+2.86047085E-04"
"1305","+2.86049966E-04"
"1446","+2.85996415E-04"
"1576","+2.85995658E-04"
"1710","+2.86040973E-04"
"1839","+2.86018942E-04"
"1982","+2.86071794E-04"
"2127","+2.86064635E-04"
"2248","+2.86026218E-04"
"2385","+2.86058261E-04"
"2519","+2.86050461E-04"
"2656","+2.86094350E-04"
"2788","+2.86066177E-04"
"2916","+2.86066497E-04"
"3147","+2.86032038E-04"
"3285","+2.86025665E-04"
"3426","+2.86080351E-04"
"3565","+2.86006485E-04"
"3696","+2.85975955E-04"
"3836","+2.86039896E-04"
"3967","+2.86060997E-04"
"4106","+2.86037655E-04"
"4229","+2.86006340E-04"
"4365","+2.86029244E-04"
"4496","+2.85984104E-04"
"4635","+2.86038179E-04"
"4772","+2.86009657E-04"
"4895","+2.85989343E-04"
"5031","+2.86003255E-04"
"5165","+2.85976654E-04"
"5301","+2.85992341E-04"
"5436","+2.85923103E-04"
"5566","+2.85965012E-04"
"5706","+2.86042952E-04"
"5845","+2.86016439E-04"
"5982","+2.86016322E-04"
"6217","+2.86033930E-04"
"6355","+2.86021590E-04"
"6494","+2.85959919E-04"
"6628","+2.85977876E-04"
"6768","+2.86046794E-04"
"6898","+2.85971124E-04"
"7042","+2.85954739E-04"
"7169","+2.86000693E-04"
"7309","+2.85916787E-04"
"7446","+2.85959133E-04"
"7582","+2.85965798E-04"
"7715","+2.85981718E-04"
"7856","+2.85960530E-04"
"7993","+2.85946939E-04"
"8146","+2.86013383E-04"
"8271","+2.85997725E-04"
"8414","+2.86042981E-04"
"8550","+2.86026101E-04"
"8687","+2.85965478E-04"
"8825","+2.85916554E-04"
"8966","+2.86037684E-04"
"9207","+2.85965216E-04"
"9347","+2.85973249E-04"
"9486","+2.85955117E-04"
"9620","+2.85894901E-04"
"9759","+2.86001159E-04"
"9896","+2.85940099E-04"
"10032","+2.85922521E-04"
"10178","+2.85955350E-04"
"10305","+2.85979535E-04"
"10444","+2.85952847E-04"
"10577","+2.85987800E-04"
"10718","+2.85979826E-04"
"10851","+2.85992195E-04"
"10989","+2.86005699E-04"
"11229","+2.85944436E-04"
"11369","+2.85963179E-04"
"11506","+2.85922870E-04"
"11639","+2.85961054E-04"
"11776","+2.85961229E-04"
"11922","+2.85988441E-04"
"12045","+2.85927963E-04"
"12189","+2.85950286E-04"
"12315","+2.85931252E-04"
"12447","+2.85918679E-04"
"12578","+2.85930088E-04"
"12718","+2.85973103E-04"
"12856","+2.85975111E-04"
"12989","+2.85960617E-04"
"13229","+2.85952439E-04"
"13367","+2.85932649E-04"
"13507","+2.85962626E-04"
"13647","+2.85937916E-04"
"13785","+2.85966729E-04"
"13921","+2.85957096E-04"
"14057","+2.85875140E-04"
"14196","+2.85912887E-04"
"14336","+2.85913120E-04"
"14466","+2.85958173E-04"
"14601","+2.85902963E-04"
"14738","+2.85907852E-04"
"14876","+2.85925926E-04"
"15014","+2.85909366E-04"
"15255","+2.85920338E-04"
"15397","+2.85942428E-04"
"15526","+2.85880669E-04"
"15672","+2.85962044E-04"
"15803","+2.85884191E-04"
"15937","+2.85916962E-04"
"16076","+2.85856397E-04"
"16213","+2.85912160E-04"
"16356","+2.85843271E-04"
"16499","+2.85918970E-04"
"16625","+2.85894435E-04"
"16766","+2.85918766E-04"
"16897","+2.85921677E-04"
"17036","+2.85910646E-04"
"17265","+2.85850634E-04"
"17410","+2.85863731E-04"
"17536","+2.85971881E-04"
"17676","+2.85897608E-04"
"17818","+2.85918650E-04"
"17965","+2.85849586E-04"
"18097","+2.85934831E-04"
"18227","+2.85906979E-04"
"18370","+2.85891729E-04"
"18508","+2.85922637E-04"
"18645","+2.85888877E-04"
"18778","+2.85875489E-04"
"18923","+2.85929564E-04"
"19063","+2.85891205E-04"
"19216","+2.85944931E-04"
"19346","+2.85873859E-04"
"19478","+2.85895949E-04"
"19622","+2.85859976E-04"
"19746","+2.85869144E-04"
"19894","+2.85851274E-04"
"20015","+2.85929011E-04"
"20256","+2.85816466E-04"
"20395","+2.85907008E-04"
"20537","+2.85850721E-04"
"20666","+2.85865914E-04"
"20801","+2.85844551E-04"
"20935","+2.85824382E-04"
"21072","+2.85850023E-04"
"21217","+2.85915565E-04"
"21360","+2.85872200E-04"
"21485","+2.85820453E-04"
"21627","+2.85855989E-04"
"21765","+2.85888003E-04"
"21899","+2.85857503E-04"
"22026","+2.85868940E-04"
"22272","+2.85892165E-04"
"22396","+2.85885442E-04"
"22535","+2.85815913E-04"
"22670","+2.85810384E-04"
"22807","+2.85804766E-04"
"22946","+2.85833055E-04"
"23086","+2.85860733E-04"
"23226","+2.85841263E-04"
"23360","+2.85842310E-04"
"23495","+2.85857328E-04"
"23637","+2.85802264E-04"
"23775","+2.85863731E-04"
"23912","+2.85819318E-04"
"24050","+2.85823655E-04"
"24293","+2.85826012E-04"
"24433","+2.85793270E-04"
"24570","+2.85794609E-04"
"24706","+2.85821123E-04"
"24840","+2.85855029E-04"
"24975","+2.85827613E-04"
"25121","+2.85817048E-04"
"25245","+2.85827293E-04"
"25383","+2.85832240E-04"
"25517","+2.85793591E-04"
"25658","+2.85844377E-04"
"25797","+2.85829097E-04"
"25938","+2.85779941E-04"
"26075","+2.85849266E-04"
"26217","+2.85840157E-04"
"26346","+2.85789720E-04"
"26488","+2.85790360E-04"
"26626","+2.85765884E-04"
"26764","+2.85808055E-04"
"26898","+2.85809947E-04"
"27040","+2.85841001E-04"
"27287","+2.85862741E-04"
"27429","+2.85748334E-04"
"27571","+2.85756541E-04"
"27716","+2.85847840E-04"
"27850","+2.85794347E-04"
"27993","+2.85767048E-04"
"28134","+2.85811344E-04"
"28276","+2.85781134E-04"
"28412","+2.85808259E-04"
"28551","+2.85796268E-04"
"28687","+2.85759830E-04"
"28828","+2.85793853E-04"
"28965","+2.85818707E-04"
"29108","+2.85738410E-04"
"29256","+2.85746704E-04"
"29393","+2.85781571E-04"
"29522","+2.85765767E-04"
"29664","+2.85822112E-04"
"29798","+2.85741437E-04"
"29936","+2.85784889E-04"
"30078","+2.85746501E-04"
"30318","+2.85782444E-04"
"30456","+2.85750983E-04"
"30593","+2.85790826E-04"
"30737","+2.85738031E-04"
"30882","+2.85753165E-04"
"31019","+2.85766117E-04"
"31162","+2.85737042E-04"
"31296","+2.85721559E-04"
"31437","+2.85736547E-04"
"31575","+2.85743532E-04"
"31716","+2.85804796E-04"
"31851","+2.85745045E-04"
"31990","+2.85771763E-04"
"32126","+2.85747810E-04"
"32370","+2.85730697E-04"
"32505","+2.85752700E-04"
"32646","+2.85686488E-04"
"32782","+2.85727525E-04"
"32923","+2.85702175E-04"
"33058","+2.85751623E-04"
"33203","+2.85675720E-04"
"33340","+2.85753951E-04"
"33479","+2.85742484E-04"
"33624","+2.85695482E-04"
"33767","+2.85719696E-04"
"33911","+2.85766961E-04"
"34051","+2.85691000E-04"
"34196","+2.85718095E-04"
"34336","+2.85709684E-04"
"34480","+2.85680755E-04"
"34624","+2.85709160E-04"
"34770","+2.85740156E-04"
"34918","+2.85739050E-04"
"35058","+2.85654183E-04"
"35198","+2.85689341E-04"
"35345","+2.85725022E-04"
"35488","+2.85677466E-04"
"35628","+2.85665534E-04"
"35773","+2.85689195E-04"
"35916","+2.85699265E-04"
"36065","+2.85677525E-04"
"36208","+2.85702292E-04"
"36353","+2.85659975E-04"
"36493","+2.85709859E-04"
"36636","+2.85677728E-04"
"36782","+2.85689486E-04"
"36927","+2.85675604E-04"
"37071","+2.85688584E-04"
"37212","+2.85703136E-04"
"37349","+2.85668182E-04"
"37495","+2.85684917E-04"
"37631","+2.85648421E-04"
"37774","+2.85648624E-04"
"37918","+2.85687536E-04"
"38058","+2.85637885E-04"
"38195","+2.85678427E-04"
"38344","+2.85686547E-04"
"38481","+2.85594288E-04"
"38624","+2.85650400E-04"
"38767","+2.85599846E-04"
"38915","+2.85679474E-04"
"39058","+2.85637390E-04"
"39200","+2.85619753E-04"
"39338","+2.85581511E-04"
"39480","+2.85593676E-04"
"39617","+2.85591959E-04"
"39757","+2.85601796E-04"
"39897","+2.85673799E-04"
"40042","+2.85557006E-04"
"40183","+2.85580289E-04"
"40331","+2.85587681E-04"
"40467","+2.85614544E-04"
"40610","+2.85597896E-04"
"40749","+2.85548769E-04"
"40889","+2.85604154E-04"
"41032","+2.85580405E-04"
