arithmetic_average_dBm,standard_deviation_dBm,minimum_power_dBm,maximum_power_dBm,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
-4.198734161134904,0.0021785536377593962,-4.20423889,-4.19319916,-0.0518859626295212,467,77.828,167.0128755364807
