"time in ms","power in dBm"
"182","-4.20000076E+00"
"284","-4.19895935E+00"
"428","-4.19964218E+00"
"585","-4.19719696E+00"
"742","-4.20056915E+00"
"895","-4.20260620E+00"
"1046","-4.20253754E+00"
"1194","-4.20125580E+00"
"1348","-4.20326996E+00"
"1494","-4.19921112E+00"
"1640","-4.19986725E+00"
"1787","-4.19987869E+00"
"1938","-4.19809723E+00"
"2086","-4.19889069E+00"
"2235","-4.19674301E+00"
"2380","-4.19572449E+00"
"2532","-4.19576263E+00"
"2683","-4.19597244E+00"
"2836","-4.20003128E+00"
"2985","-4.19668961E+00"
"3144","-4.19784927E+00"
"3294","-4.20121765E+00"
"3455","-4.20027924E+00"
"3613","-4.19712448E+00"
"3763","-4.19993210E+00"
"3914","-4.19960022E+00"
"4068","-4.20034409E+00"
"4319","-4.20264816E+00"
"5159","-4.20186615E+00"
"7194","-4.20341110E+00"
"9184","-4.20198059E+00"
"11179","-4.20235062E+00"
"13172","-4.20181656E+00"
"15172","-4.20368195E+00"
"17177","-4.20506287E+00"
"19169","-4.20113754E+00"
"21183","-4.20529556E+00"
"23170","-4.20534515E+00"
"25172","-4.20326996E+00"
"27183","-4.20211029E+00"
"29168","-4.20867920E+00"
"31170","-4.20708847E+00"
"33166","-4.20478058E+00"
"34980","-4.20390320E+00"
"35238","-4.20337677E+00"
"35415","-4.20587540E+00"
"35569","-4.20982742E+00"
"35741","-4.20908737E+00"
"35896","-4.20502090E+00"
"36063","-4.20901489E+00"
"36208","-4.20421219E+00"
"36383","-4.20767212E+00"
"36538","-4.20376968E+00"
"36703","-4.20589828E+00"
"36859","-4.20410919E+00"
"37032","-4.20536804E+00"
"37279","-4.20609283E+00"
"37434","-4.20743561E+00"
"37593","-4.20560455E+00"
"37746","-4.20771790E+00"
"37900","-4.20974731E+00"
"38060","-4.20682526E+00"
"38205","-4.20909119E+00"
"38353","-4.20632172E+00"
"38512","-4.20747757E+00"
"38674","-4.20508575E+00"
"38830","-4.21059036E+00"
"38979","-4.20514679E+00"
"39134","-4.20740128E+00"
"39284","-4.20488358E+00"
"39438","-4.20519257E+00"
"39591","-4.20856476E+00"
"39744","-4.21072388E+00"
"39898","-4.20631409E+00"
"40048","-4.20938110E+00"
"40303","-4.20514297E+00"
"40454","-4.20563507E+00"
"40610","-4.20357132E+00"
"40762","-4.20513916E+00"
"40920","-4.20630646E+00"
"41074","-4.20951462E+00"
"41345","-4.20790482E+00"
"41502","-4.20955276E+00"
"41655","-4.20512772E+00"
"41812","-4.20502090E+00"
"41965","-4.20574951E+00"
"42116","-4.20642471E+00"
"42273","-4.20719528E+00"
"42422","-4.20802307E+00"
"42577","-4.21176910E+00"
"42729","-4.20899582E+00"
"42874","-4.20962143E+00"
"43032","-4.21198654E+00"
"43187","-4.20536423E+00"
"43345","-4.20726395E+00"
"43499","-4.20741653E+00"
"43656","-4.20722580E+00"
"43809","-4.20754242E+00"
"43960","-4.20385742E+00"
"44114","-4.20655441E+00"
"44378","-4.20357895E+00"
"44531","-4.20804977E+00"
"44683","-4.20345688E+00"
"44837","-4.20650101E+00"
"44993","-4.20790482E+00"
"45145","-4.21060944E+00"
"45402","-4.21106720E+00"
"45556","-4.20664978E+00"
"45711","-4.20890427E+00"
"45871","-4.20345306E+00"
"46026","-4.20890808E+00"
"46173","-4.20941162E+00"
"46323","-4.20772934E+00"
"46485","-4.20970917E+00"
"46641","-4.20645523E+00"
"46798","-4.20758438E+00"
"46953","-4.20698929E+00"
"47109","-4.20463943E+00"
"47362","-4.20606613E+00"
"47519","-4.20529175E+00"
"47677","-4.20721436E+00"
"47830","-4.20985031E+00"
"47992","-4.20627975E+00"
"48153","-4.21035767E+00"
"48409","-4.20412827E+00"
"48560","-4.20878220E+00"
"48718","-4.20685959E+00"
"48872","-4.20463562E+00"
"49024","-4.20988846E+00"
"49185","-4.20903397E+00"
"49340","-4.20548630E+00"
"49491","-4.20738220E+00"
"49653","-4.20772171E+00"
"49812","-4.20716476E+00"
"49966","-4.20915604E+00"
"50121","-4.20674896E+00"
"50378","-4.21070862E+00"
"50533","-4.20701981E+00"
"50688","-4.20355606E+00"
"50843","-4.20686340E+00"
"50998","-4.20917511E+00"
"51154","-4.20755005E+00"
"51406","-4.20418549E+00"
"51561","-4.20727539E+00"
"51717","-4.20544434E+00"
"51871","-4.20254135E+00"
"52034","-4.21097946E+00"
"52191","-4.20619583E+00"
"52352","-4.21075439E+00"
"52510","-4.20893860E+00"
"52672","-4.20824051E+00"
"52825","-4.21198654E+00"
"52979","-4.20856094E+00"
"53134","-4.20545959E+00"
"53389","-4.20439529E+00"
"53547","-4.20626831E+00"
"53708","-4.20870972E+00"
"53858","-4.20940018E+00"
"54013","-4.20886230E+00"
"54173","-4.21136475E+00"
"54433","-4.21149063E+00"
"54589","-4.20678711E+00"
"54742","-4.20735168E+00"
"54904","-4.21154404E+00"
"55056","-4.20610428E+00"
"55214","-4.20597839E+00"
"55372","-4.20527267E+00"
"55530","-4.20983124E+00"
"55690","-4.20696259E+00"
"55851","-4.20952606E+00"
"56004","-4.20848846E+00"
"56161","-4.20543289E+00"
"56410","-4.20473862E+00"
"56569","-4.20578766E+00"
"56734","-4.21131897E+00"
"56887","-4.20625687E+00"
"57041","-4.20686722E+00"
"57202","-4.20850754E+00"
"57459","-4.21055222E+00"
"57618","-4.20338821E+00"
"57769","-4.20417404E+00"
"57923","-4.20738983E+00"
"58079","-4.21252441E+00"
"58236","-4.20680618E+00"
"58395","-4.20891190E+00"
"58549","-4.21162796E+00"
"58703","-4.20869827E+00"
"58859","-4.21084976E+00"
"59017","-4.20598602E+00"
"59169","-4.20347595E+00"
"59423","-4.20779419E+00"
"59590","-4.21164322E+00"
"59749","-4.20675278E+00"
"59905","-4.20998764E+00"
"60063","-4.21047974E+00"
"60224","-4.20919418E+00"
"60384","-4.21123886E+00"
"60541","-4.20698547E+00"
"60708","-4.20664978E+00"
"60865","-4.20777512E+00"
"61027","-4.20807648E+00"
"61183","-4.21364975E+00"
"61440","-4.20620346E+00"
"61599","-4.20813370E+00"
"61758","-4.21058273E+00"
"61924","-4.20741653E+00"
"62084","-4.21265411E+00"
"62243","-4.20886612E+00"
"62398","-4.21015167E+00"
"62557","-4.21039581E+00"
"62718","-4.20813751E+00"
"62874","-4.20708466E+00"
"63035","-4.21075439E+00"
"63193","-4.20665741E+00"
"63450","-4.21231842E+00"
"63606","-4.21099472E+00"
"63764","-4.20938492E+00"
"63924","-4.20627213E+00"
"64085","-4.21144867E+00"
"64242","-4.20701981E+00"
"64400","-4.21104813E+00"
"64558","-4.21116257E+00"
"64720","-4.20852280E+00"
"64881","-4.21395874E+00"
"65036","-4.20727158E+00"
"65192","-4.20820999E+00"
"65449","-4.21145248E+00"
"65608","-4.20974731E+00"
"65773","-4.20766068E+00"
"65935","-4.21211243E+00"
"66095","-4.20589447E+00"
"66252","-4.20830154E+00"
"66405","-4.20743942E+00"
"66564","-4.20994949E+00"
"66727","-4.20801544E+00"
"66889","-4.21076202E+00"
"67047","-4.20656204E+00"
"67209","-4.21132660E+00"
"67467","-4.21289444E+00"
"67625","-4.20947647E+00"
"67792","-4.21388626E+00"
"67954","-4.20982361E+00"
"68115","-4.21004868E+00"
"68278","-4.20520020E+00"
"68434","-4.21031952E+00"
"68593","-4.20547104E+00"
"68754","-4.20877838E+00"
"68910","-4.20814896E+00"
"69074","-4.20671844E+00"
"69232","-4.20891190E+00"
"69497","-4.20986176E+00"
"69656","-4.21176529E+00"
"69816","-4.21049881E+00"
"69976","-4.20729828E+00"
"70136","-4.21230316E+00"
"70298","-4.20649719E+00"
"70460","-4.20962524E+00"
"70625","-4.20668793E+00"
"70784","-4.21220779E+00"
"70944","-4.20769501E+00"
"71105","-4.21267700E+00"
"71270","-4.20713043E+00"
"71423","-4.21368408E+00"
"71583","-4.20998383E+00"
"71747","-4.20512772E+00"
"71911","-4.20849228E+00"
"72075","-4.20602417E+00"
"72245","-4.20748520E+00"
"72505","-4.21253204E+00"
"72665","-4.21147919E+00"
"72832","-4.20886993E+00"
"72995","-4.20640564E+00"
"73159","-4.21019363E+00"
"73334","-4.20684052E+00"
"73500","-4.20654297E+00"
"73676","-4.21068192E+00"
"73839","-4.20980072E+00"
"74000","-4.20585251E+00"
"74162","-4.20872116E+00"
"74325","-4.20666504E+00"
"74492","-4.20579529E+00"
"74651","-4.21055984E+00"
"74811","-4.21189117E+00"
"74976","-4.20972061E+00"
"75136","-4.21401978E+00"
"75305","-4.20901489E+00"
"75564","-4.21088409E+00"
"75729","-4.20933533E+00"
"75897","-4.21403122E+00"
"76075","-4.20881271E+00"
"76237","-4.21072769E+00"
"76398","-4.20686722E+00"
"76555","-4.20906830E+00"
"76726","-4.21085358E+00"
"76889","-4.21039963E+00"
"77045","-4.20933533E+00"
"77209","-4.21272659E+00"
"77377","-4.21141434E+00"
"77553","-4.21201706E+00"
"77716","-4.21367645E+00"
"77884","-4.21019363E+00"
"78044","-4.20637894E+00"
"78207","-4.20962524E+00"
"78382","-4.21165466E+00"
"78649","-4.21099854E+00"
"78819","-4.21446991E+00"
"78981","-4.21342087E+00"
"79148","-4.20997238E+00"
"79312","-4.21133804E+00"
"79480","-4.20692062E+00"
"79640","-4.21070099E+00"
"79809","-4.21042252E+00"
"79975","-4.20826721E+00"
"80143","-4.21472168E+00"
"80311","-4.20917130E+00"
"80486","-4.20955276E+00"
"80652","-4.21265411E+00"
