"time in ms","power in dBm"
"36446","-4.27608109E+00"
"36603","-4.27263641E+00"
"36765","-4.27514267E+00"
"36925","-4.27417374E+00"
"37084","-4.27299118E+00"
"37244","-4.27599716E+00"
"37506","-4.27289581E+00"
"37664","-4.27497864E+00"
"37818","-4.27488708E+00"
"37975","-4.27285767E+00"
"38137","-4.27208328E+00"
"38298","-4.27588272E+00"
"38458","-4.27566910E+00"
"38614","-4.27367783E+00"
"38776","-4.27283859E+00"
"38935","-4.27473831E+00"
"39095","-4.27569199E+00"
"39251","-4.27495575E+00"
"39513","-4.27710724E+00"
"39676","-4.27492905E+00"
"39833","-4.27565002E+00"
"39995","-4.27632904E+00"
"40155","-4.27293015E+00"
"40319","-4.27568436E+00"
"40475","-4.27502441E+00"
"40632","-4.27482986E+00"
"40789","-4.27788925E+00"
"40957","-4.27812958E+00"
"41115","-4.27719498E+00"
"41269","-4.27476883E+00"
"41535","-4.27528381E+00"
"41696","-4.27681351E+00"
"41859","-4.27431488E+00"
"42019","-4.27537155E+00"
"42178","-4.27646637E+00"
"42342","-4.27797318E+00"
"42496","-4.27434921E+00"
"42680","-4.27521133E+00"
"42842","-4.27605438E+00"
"42999","-4.27352142E+00"
"43160","-4.27665329E+00"
"43309","-4.27927017E+00"
"43469","-4.27589035E+00"
"43625","-4.27561569E+00"
"43785","-4.27705002E+00"
"43945","-4.27617264E+00"
"44103","-4.27392197E+00"
"44268","-4.27629089E+00"
"44530","-4.27350998E+00"
"44693","-4.27704620E+00"
"44858","-4.27483749E+00"
"45018","-4.27783203E+00"
"45174","-4.27560425E+00"
"45334","-4.27682114E+00"
"45496","-4.27724838E+00"
"45655","-4.27606201E+00"
"45811","-4.27884293E+00"
"45972","-4.27683640E+00"
"46132","-4.27693176E+00"
"46295","-4.27475357E+00"
"46564","-4.27406311E+00"
"46727","-4.27385712E+00"
"46889","-4.27590561E+00"
"47052","-4.27419281E+00"
"47213","-4.27616882E+00"
"47375","-4.27833176E+00"
"47544","-4.27226257E+00"
"47701","-4.27452087E+00"
"47859","-4.27732849E+00"
"48018","-4.27494812E+00"
"48182","-4.27530289E+00"
"48345","-4.27346039E+00"
"48611","-4.27548218E+00"
"48772","-4.27379227E+00"
"48937","-4.27547073E+00"
"49104","-4.27325058E+00"
"49261","-4.27618027E+00"
"49423","-4.27423096E+00"
"49588","-4.27740860E+00"
"49746","-4.27180481E+00"
"49911","-4.27280045E+00"
"50075","-4.27354813E+00"
"50234","-4.27491379E+00"
"50400","-4.27266693E+00"
"50569","-4.27300262E+00"
"50739","-4.27063751E+00"
"50899","-4.27383041E+00"
"51057","-4.27429199E+00"
"51218","-4.27392960E+00"
"51384","-4.27053452E+00"
"51549","-4.27148056E+00"
"51714","-4.27545929E+00"
"51877","-4.27276230E+00"
"52040","-4.27512360E+00"
"52202","-4.27313614E+00"
"52364","-4.27338409E+00"
"52626","-4.27318573E+00"
"52791","-4.27484131E+00"
"52952","-4.27285767E+00"
"53114","-4.27420807E+00"
"53275","-4.27244186E+00"
"53437","-4.27383041E+00"
"53595","-4.27036285E+00"
"53755","-4.27353287E+00"
"53917","-4.27282333E+00"
"54082","-4.27127838E+00"
"54247","-4.27178192E+00"
"54412","-4.27190399E+00"
"54575","-4.27118683E+00"
"54740","-4.27412796E+00"
"54905","-4.27457809E+00"
"55064","-4.27443314E+00"
"55229","-4.26992035E+00"
"55395","-4.27169418E+00"
"55661","-4.27275848E+00"
"55819","-4.27082825E+00"
"55980","-4.27352142E+00"
"56142","-4.27308655E+00"
"56304","-4.27481079E+00"
"56472","-4.27130508E+00"
"56641","-4.27364731E+00"
"56806","-4.27456665E+00"
"56967","-4.27284622E+00"
"57130","-4.27262878E+00"
"57296","-4.27157974E+00"
"57454","-4.27379227E+00"
"57622","-4.27375031E+00"
"57787","-4.27397156E+00"
"57949","-4.27149582E+00"
"58116","-4.27184296E+00"
"58279","-4.27158356E+00"
"58446","-4.27152634E+00"
"58614","-4.27164459E+00"
"58774","-4.27202606E+00"
"58937","-4.27368164E+00"
"59099","-4.27097702E+00"
"59263","-4.27232361E+00"
"59428","-4.27162552E+00"
"59693","-4.27341461E+00"
"59859","-4.27317047E+00"
"60018","-4.27200699E+00"
"60180","-4.27371216E+00"
"60345","-4.27012253E+00"
"60507","-4.27369690E+00"
"60665","-4.27009583E+00"
"60830","-4.27074051E+00"
"60995","-4.27196884E+00"
"61160","-4.27423096E+00"
"61329","-4.27020264E+00"
"61494","-4.27258301E+00"
"61662","-4.27272034E+00"
"61824","-4.27036667E+00"
"61987","-4.27070236E+00"
"62152","-4.26929474E+00"
"62317","-4.27171326E+00"
"62481","-4.27221298E+00"
"62745","-4.27109909E+00"
"62902","-4.27298737E+00"
"63063","-4.27000427E+00"
"63227","-4.27310562E+00"
"63393","-4.27099609E+00"
"63562","-4.27204895E+00"
"63725","-4.27231979E+00"
"63886","-4.27227402E+00"
"64045","-4.27288055E+00"
"64206","-4.27601624E+00"
"64373","-4.27160263E+00"
"64538","-4.27147293E+00"
"64706","-4.27090454E+00"
"64869","-4.27372360E+00"
"65031","-4.26922226E+00"
"65200","-4.26995468E+00"
"65370","-4.27144241E+00"
"65537","-4.27106857E+00"
"65702","-4.26998901E+00"
"65865","-4.27047729E+00"
"66029","-4.27299118E+00"
"66192","-4.27096176E+00"
"66354","-4.27206039E+00"
"66522","-4.26972198E+00"
"66790","-4.27044678E+00"
"66959","-4.27535248E+00"
"67126","-4.27247620E+00"
"67293","-4.27063370E+00"
"67459","-4.27368164E+00"
"67621","-4.27074432E+00"
"67785","-4.27183151E+00"
"67956","-4.27201080E+00"
"68124","-4.27001572E+00"
"68294","-4.27248764E+00"
"68463","-4.27433395E+00"
"68626","-4.27450562E+00"
"68815","-4.27482605E+00"
"68978","-4.27157974E+00"
"69144","-4.27252197E+00"
"69322","-4.27254868E+00"
"69490","-4.27215195E+00"
"69654","-4.27200699E+00"
"69826","-4.27013016E+00"
"69993","-4.27070236E+00"
"70157","-4.27276993E+00"
"70312","-4.27139664E+00"
"70470","-4.27270126E+00"
"70639","-4.26909637E+00"
"70804","-4.27121735E+00"
"70972","-4.27176666E+00"
"71140","-4.26952744E+00"
"71310","-4.27305603E+00"
"71486","-4.27312469E+00"
"71654","-4.27215958E+00"
"71814","-4.27093124E+00"
"71983","-4.27313232E+00"
"72149","-4.27302933E+00"
"72319","-4.27193069E+00"
"72493","-4.27437210E+00"
"72660","-4.27349854E+00"
"72826","-4.27232742E+00"
"72985","-4.26953125E+00"
"73151","-4.27174377E+00"
"73323","-4.27304459E+00"
