"time in ms","power in dBm"
"1281","-4.27572632E+00"
"1409","-4.27396393E+00"
"1559","-4.27396393E+00"
"1708","-4.27669907E+00"
"1860","-4.27684402E+00"
"2018","-4.27397537E+00"
"2167","-4.27566528E+00"
"2325","-4.27434158E+00"
"2488","-4.27689743E+00"
"2638","-4.27457428E+00"
"2787","-4.27319336E+00"
"2934","-4.27362061E+00"
"3193","-4.27610016E+00"
"3346","-4.27540970E+00"
"3490","-4.27417374E+00"
"3641","-4.27370453E+00"
"3785","-4.27369308E+00"
"3934","-4.27439880E+00"
"4197","-4.27546310E+00"
"4353","-4.27327728E+00"
"4502","-4.27664185E+00"
"4664","-4.27750397E+00"
"4817","-4.27597427E+00"
"4974","-4.27549362E+00"
"5230","-4.27603912E+00"
"5383","-4.27375793E+00"
"5538","-4.27376938E+00"
"5695","-4.27493286E+00"
"5849","-4.27576828E+00"
"6004","-4.27746201E+00"
"6157","-4.27825165E+00"
"6310","-4.27799225E+00"
"6461","-4.27731323E+00"
"6619","-4.27299118E+00"
"6777","-4.27599335E+00"
"6928","-4.27634811E+00"
"7081","-4.27601624E+00"
"7242","-4.27526474E+00"
"7397","-4.27590561E+00"
"7556","-4.27531052E+00"
"7711","-4.27621078E+00"
"7868","-4.27425385E+00"
"8025","-4.27669525E+00"
"8277","-4.27884674E+00"
"8443","-4.27856445E+00"
"8601","-4.27583313E+00"
"8760","-4.27546692E+00"
"8920","-4.27520370E+00"
"9073","-4.27703094E+00"
"9229","-4.27731323E+00"
"9381","-4.27608490E+00"
"9537","-4.27374268E+00"
"9691","-4.27396393E+00"
"9852","-4.27631378E+00"
"10016","-4.27788544E+00"
"10282","-4.27481461E+00"
"10442","-4.27448654E+00"
"10599","-4.27617645E+00"
"10756","-4.27709961E+00"
"10921","-4.27686691E+00"
"11076","-4.27715683E+00"
"11233","-4.27715302E+00"
"11387","-4.27495575E+00"
"11538","-4.27478027E+00"
"11693","-4.27672195E+00"
"11847","-4.27789307E+00"
"11995","-4.27454758E+00"
"12235","-4.27446747E+00"
"12389","-4.27250290E+00"
"12539","-4.27615356E+00"
"12692","-4.27684402E+00"
"12845","-4.27753830E+00"
"13003","-4.27544403E+00"
"13249","-4.27428818E+00"
"13399","-4.27896500E+00"
"13559","-4.27767181E+00"
"13719","-4.27731705E+00"
"13874","-4.27784729E+00"
"14026","-4.27688980E+00"
"14287","-4.27492905E+00"
"14433","-4.27498245E+00"
"14584","-4.27505875E+00"
"14729","-4.27348709E+00"
"14880","-4.27560425E+00"
"15043","-4.27585220E+00"
"15297","-4.27892685E+00"
"15449","-4.27658463E+00"
"15603","-4.27532196E+00"
"15760","-4.27274323E+00"
"15920","-4.27566528E+00"
"16070","-4.27630997E+00"
"16325","-4.27544785E+00"
"16479","-4.27829742E+00"
"16626","-4.27597046E+00"
"16804","-4.27372360E+00"
"16943","-4.27547073E+00"
"17140","-4.27446747E+00"
"17318","-4.27412796E+00"
"17499","-4.27474213E+00"
"17609","-4.27549362E+00"
"17762","-4.27644730E+00"
"17973","-4.27696991E+00"
"18126","-4.27613831E+00"
"18385","-4.27211761E+00"
"18550","-4.27616119E+00"
"18716","-4.27925491E+00"
"18863","-4.27688599E+00"
"19014","-4.27782822E+00"
"19167","-4.27768326E+00"
"19320","-4.27604294E+00"
"19470","-4.27330399E+00"
"19621","-4.27608109E+00"
"19774","-4.27391434E+00"
"19936","-4.27766418E+00"
"20090","-4.27505875E+00"
"20345","-4.27809906E+00"
"20503","-4.27835464E+00"
"20653","-4.27643204E+00"
"20799","-4.27355957E+00"
"20946","-4.27626419E+00"
"21106","-4.27638245E+00"
"21360","-4.27445984E+00"
"21513","-4.27761459E+00"
"21671","-4.27677155E+00"
"21824","-4.27415466E+00"
"21973","-4.27518082E+00"
"22130","-4.27497101E+00"
"22382","-4.27460861E+00"
"22536","-4.27540970E+00"
"22694","-4.27616501E+00"
"22847","-4.27797318E+00"
"22999","-4.27482224E+00"
"23155","-4.27314377E+00"
"23304","-4.27727127E+00"
"23455","-4.27487183E+00"
"23609","-4.27293015E+00"
"23764","-4.27311325E+00"
"23922","-4.27769470E+00"
"24081","-4.27520752E+00"
"24342","-4.27496338E+00"
"24498","-4.27536774E+00"
"24660","-4.27317429E+00"
"24810","-4.27442932E+00"
"24961","-4.27666092E+00"
"25113","-4.27634811E+00"
"25365","-4.27762222E+00"
"25517","-4.27852249E+00"
"25686","-4.27464676E+00"
"25840","-4.27674103E+00"
"25999","-4.27591705E+00"
"26152","-4.27807999E+00"
"26304","-4.27541733E+00"
"26460","-4.27454376E+00"
"26610","-4.27619553E+00"
"26764","-4.27654266E+00"
"26923","-4.27769470E+00"
"27076","-4.27546310E+00"
"27231","-4.27400589E+00"
"27386","-4.27634048E+00"
"27541","-4.27551270E+00"
"27699","-4.27583313E+00"
"27853","-4.27441406E+00"
"28011","-4.27550507E+00"
"28168","-4.27692795E+00"
"28425","-4.27487946E+00"
"28579","-4.27453613E+00"
"28735","-4.27328491E+00"
"28891","-4.27533722E+00"
"29048","-4.27470779E+00"
"29195","-4.27549362E+00"
"29354","-4.27539444E+00"
"29508","-4.27354050E+00"
"29667","-4.27590942E+00"
"29830","-4.27554321E+00"
"29984","-4.27448273E+00"
"30132","-4.27471542E+00"
"30291","-4.27543259E+00"
"30442","-4.27319717E+00"
"30599","-4.27360916E+00"
"30757","-4.27455521E+00"
"30913","-4.27536774E+00"
"31066","-4.27578354E+00"
"31226","-4.27606583E+00"
"31487","-4.27294540E+00"
"31647","-4.27519608E+00"
"31803","-4.27264023E+00"
"31964","-4.27415848E+00"
"32126","-4.27514267E+00"
"32283","-4.27266312E+00"
"32438","-4.27608109E+00"
"32591","-4.27362442E+00"
"32756","-4.27469635E+00"
"32920","-4.27638626E+00"
"33075","-4.27700806E+00"
"33236","-4.27435684E+00"
"33496","-4.27522278E+00"
"33652","-4.27354050E+00"
"33805","-4.27531052E+00"
"33984","-4.27631378E+00"
"34137","-4.27496719E+00"
"34288","-4.27500153E+00"
"34453","-4.27580261E+00"
"34606","-4.27583313E+00"
"34765","-4.27450180E+00"
"34919","-4.27677155E+00"
"35079","-4.27418137E+00"
"35237","-4.27434158E+00"
"35496","-4.27638245E+00"
"35654","-4.27318954E+00"
"35806","-4.27480698E+00"
"35963","-4.27385330E+00"
"36124","-4.27322769E+00"
"36282","-4.27391815E+00"
