"time in ms","power in dBm"
"138","-4.43186951E+00"
"286","-4.43251419E+00"
"438","-4.43536377E+00"
"591","-4.43484879E+00"
"751","-4.43096924E+00"
"903","-4.43073273E+00"
"1055","-4.43079376E+00"
"1203","-4.43121338E+00"
"1352","-4.43050003E+00"
"1506","-4.43187714E+00"
"1658","-4.43087006E+00"
"1815","-4.43363190E+00"
"1967","-4.43119431E+00"
"2221","-4.43127441E+00"
"2371","-4.43249893E+00"
"2527","-4.43200684E+00"
"2676","-4.43402481E+00"
"2828","-4.43326187E+00"
"2979","-4.43344879E+00"
"3252","-4.43333054E+00"
"3399","-4.43158340E+00"
"3545","-4.43200302E+00"
"3703","-4.43396378E+00"
"3855","-4.43257904E+00"
"4007","-4.43130112E+00"
"4259","-4.43537903E+00"
"4413","-4.43585587E+00"
"4568","-4.43333435E+00"
"4719","-4.43222046E+00"
"4878","-4.43338394E+00"
"5029","-4.43566895E+00"
"5290","-4.43552780E+00"
"5444","-4.43473434E+00"
"5594","-4.43200302E+00"
"5748","-4.43188095E+00"
"5903","-4.43114090E+00"
"6058","-4.43386078E+00"
"6207","-4.43512344E+00"
"6364","-4.43236923E+00"
"6514","-4.43546677E+00"
"6684","-4.43394089E+00"
"6840","-4.43418121E+00"
"6991","-4.43236160E+00"
"7246","-4.43319702E+00"
"7399","-4.43143082E+00"
"7558","-4.43153000E+00"
"7716","-4.43364334E+00"
"7871","-4.43083954E+00"
"8027","-4.43146133E+00"
"8285","-4.43367767E+00"
"8442","-4.43191910E+00"
"8603","-4.43041611E+00"
"8760","-4.42900085E+00"
"8910","-4.43376923E+00"
"9069","-4.43511963E+00"
"9216","-4.43223953E+00"
"9373","-4.43174362E+00"
"9530","-4.43080139E+00"
"9691","-4.43198013E+00"
"9843","-4.43003464E+00"
"9997","-4.43127060E+00"
"10253","-4.42975235E+00"
"10402","-4.43138504E+00"
"10551","-4.42839050E+00"
"10706","-4.43261337E+00"
"10854","-4.43354797E+00"
"11009","-4.43154526E+00"
"11266","-4.43100357E+00"
"11414","-4.43286133E+00"
"11567","-4.42995453E+00"
"11717","-4.43013000E+00"
"11871","-4.42815018E+00"
"12024","-4.43078232E+00"
"12276","-4.42940903E+00"
"12428","-4.43190384E+00"
"12579","-4.43091202E+00"
"12731","-4.43178177E+00"
"12883","-4.43146133E+00"
"13034","-4.43062973E+00"
"13292","-4.42845535E+00"
"13443","-4.42804337E+00"
"13593","-4.42789841E+00"
"13741","-4.42738342E+00"
"13894","-4.42839432E+00"
"14049","-4.42754364E+00"
"14302","-4.42837906E+00"
"14450","-4.42811584E+00"
"14606","-4.42877960E+00"
"14760","-4.42866516E+00"
"14908","-4.42917252E+00"
"15065","-4.42906952E+00"
"15217","-4.42967224E+00"
"15374","-4.42681503E+00"
"15530","-4.42604828E+00"
"15682","-4.42881393E+00"
