"time in ms","power in dBm"
"41488","-4.53732300E+00"
"41649","-4.53695297E+00"
"41806","-4.53672791E+00"
"41975","-4.53422165E+00"
"42137","-4.53707886E+00"
"42300","-4.54127502E+00"
"42562","-4.53581619E+00"
"42725","-4.53420639E+00"
"42885","-4.53784561E+00"
"43048","-4.53606033E+00"
"43213","-4.53906631E+00"
"43372","-4.53664017E+00"
"43533","-4.54025269E+00"
"43694","-4.53617477E+00"
"43858","-4.53777695E+00"
"44019","-4.53617096E+00"
"44182","-4.54095459E+00"
"44339","-4.53725815E+00"
"44605","-4.53792572E+00"
"44771","-4.53536606E+00"
"44933","-4.53924179E+00"
"45100","-4.53557587E+00"
"45261","-4.53947449E+00"
"45424","-4.53555298E+00"
"45591","-4.53918457E+00"
"45758","-4.53775024E+00"
"45920","-4.53551483E+00"
"46089","-4.53953934E+00"
"46252","-4.53380585E+00"
"46415","-4.53763199E+00"
"46581","-4.53886032E+00"
"46741","-4.53545380E+00"
"46902","-4.53690338E+00"
"47068","-4.53787994E+00"
"47231","-4.53866959E+00"
"47398","-4.53531265E+00"
"47564","-4.53453827E+00"
"47727","-4.53516388E+00"
"47891","-4.53669357E+00"
"48053","-4.53650665E+00"
"48220","-4.53373337E+00"
"48381","-4.53909302E+00"
"48648","-4.53854752E+00"
"48810","-4.54241180E+00"
"48974","-4.53893661E+00"
"49139","-4.53769302E+00"
"49298","-4.53902817E+00"
"49461","-4.54063797E+00"
"49624","-4.53843307E+00"
"49786","-4.54236603E+00"
"49943","-4.53988647E+00"
"50108","-4.53987503E+00"
"50268","-4.53949356E+00"
"50432","-4.54069519E+00"
"50604","-4.54017258E+00"
"50766","-4.54070663E+00"
"50933","-4.53920746E+00"
"51096","-4.53812790E+00"
"51258","-4.54135895E+00"
"51418","-4.53769684E+00"
"51683","-4.53891373E+00"
"51848","-4.53791809E+00"
"52015","-4.53915024E+00"
"52183","-4.53761292E+00"
"52335","-4.53645325E+00"
"52497","-4.53367996E+00"
"52663","-4.53817749E+00"
"52826","-4.53494644E+00"
"52986","-4.53761673E+00"
"53148","-4.53441238E+00"
"53310","-4.53857803E+00"
"53477","-4.53504562E+00"
"53643","-4.53387833E+00"
"53806","-4.53261185E+00"
"53975","-4.53635025E+00"
"54135","-4.53763199E+00"
"54294","-4.53704453E+00"
"54457","-4.53886414E+00"
"54717","-4.53403091E+00"
"54880","-4.53898621E+00"
"55046","-4.53745651E+00"
"55206","-4.53606033E+00"
"55370","-4.53556061E+00"
"55534","-4.53826523E+00"
"55695","-4.54092026E+00"
"55858","-4.53836823E+00"
"56023","-4.53804398E+00"
"56190","-4.53695679E+00"
"56356","-4.53469849E+00"
"56521","-4.53944397E+00"
"56686","-4.53976440E+00"
"56849","-4.53737259E+00"
"57015","-4.54058075E+00"
"57184","-4.53741455E+00"
"57345","-4.53916931E+00"
"57509","-4.53639221E+00"
"57777","-4.53644943E+00"
"57938","-4.53915405E+00"
"58102","-4.53732300E+00"
"58265","-4.54055023E+00"
"58429","-4.53847122E+00"
"58598","-4.54180145E+00"
"58759","-4.53944778E+00"
"58921","-4.53595734E+00"
"59088","-4.53560638E+00"
"59252","-4.53674316E+00"
"59413","-4.54175186E+00"
"59581","-4.53615570E+00"
"59748","-4.53705978E+00"
"59910","-4.54148865E+00"
"60075","-4.53830338E+00"
"60239","-4.54292297E+00"
"60407","-4.54018021E+00"
"60584","-4.53808975E+00"
"60752","-4.54254913E+00"
"60915","-4.54204178E+00"
"61080","-4.54134750E+00"
"61260","-4.54388428E+00"
"61429","-4.54365158E+00"
"61606","-4.54254913E+00"
"61769","-4.53756332E+00"
"61930","-4.53524780E+00"
"62097","-4.54136658E+00"
"62266","-4.54360580E+00"
"62432","-4.53669739E+00"
"62599","-4.54242706E+00"
"62765","-4.53702927E+00"
"62931","-4.54314804E+00"
"63091","-4.54026413E+00"
"63257","-4.53819275E+00"
"63424","-4.54264832E+00"
"63590","-4.54187393E+00"
"63755","-4.54254150E+00"
"63919","-4.54405975E+00"
"64084","-4.53943634E+00"
"64254","-4.54014587E+00"
"64422","-4.54450607E+00"
"64587","-4.54405975E+00"
"64749","-4.54607010E+00"
"64913","-4.54496765E+00"
"65077","-4.54488754E+00"
"65241","-4.54539108E+00"
"65410","-4.54138947E+00"
"65575","-4.54196930E+00"
"65847","-4.54390717E+00"
"66015","-4.54680252E+00"
"66182","-4.54185104E+00"
"66346","-4.54774475E+00"
"66509","-4.54579544E+00"
"66679","-4.54571533E+00"
"66842","-4.54545593E+00"
"67013","-4.54417801E+00"
"67177","-4.54528809E+00"
"67346","-4.54744720E+00"
"67510","-4.54085159E+00"
"67680","-4.54399490E+00"
"67845","-4.54580307E+00"
"68011","-4.54534149E+00"
"68187","-4.54526520E+00"
"68352","-4.54274750E+00"
"68520","-4.54531097E+00"
"68684","-4.54200745E+00"
"68846","-4.54606628E+00"
"69022","-4.54801941E+00"
"69187","-4.54310226E+00"
"69355","-4.54480362E+00"
"69518","-4.54776001E+00"
"69684","-4.54576874E+00"
"69852","-4.54378128E+00"
"70020","-4.54335022E+00"
"70192","-4.54455566E+00"
"70355","-4.54256821E+00"
"70518","-4.54528427E+00"
"70681","-4.54271317E+00"
"70847","-4.54627609E+00"
"71022","-4.54684448E+00"
"71190","-4.54421616E+00"
"71356","-4.54452133E+00"
"71522","-4.54837799E+00"
"71686","-4.54639435E+00"
"71850","-4.54578781E+00"
"72021","-4.54832077E+00"
"72192","-4.54550552E+00"
"72358","-4.54423141E+00"
"72525","-4.54714584E+00"
"72690","-4.54487228E+00"
"72862","-4.54531097E+00"
"73032","-4.54840469E+00"
"73197","-4.54813385E+00"
"73366","-4.54507446E+00"
"73534","-4.54660797E+00"
"73703","-4.54509354E+00"
"73875","-4.54900360E+00"
"74038","-4.54631042E+00"
"74206","-4.54390717E+00"
"74371","-4.54756165E+00"
"74541","-4.54670715E+00"
"74714","-4.54204559E+00"
"74888","-4.54417419E+00"
"75054","-4.54469299E+00"
"75218","-4.54687500E+00"
"75386","-4.54509354E+00"
"75556","-4.54821777E+00"
"75723","-4.54985428E+00"
"75893","-4.54647446E+00"
"76058","-4.54346466E+00"
"76222","-4.54796219E+00"
"76389","-4.54448318E+00"
"76556","-4.54568481E+00"
"76722","-4.54795456E+00"
"76894","-4.54666138E+00"
"77062","-4.54469299E+00"
"77227","-4.54937363E+00"
"77397","-4.54664612E+00"
"77562","-4.54986191E+00"
"77733","-4.54663467E+00"
"77907","-4.54736710E+00"
"78078","-4.54569244E+00"
"78251","-4.54858780E+00"
"78422","-4.54593658E+00"
"78589","-4.54150009E+00"
"78758","-4.54751968E+00"
"78928","-4.54698181E+00"
"79101","-4.54736328E+00"
"79270","-4.54544449E+00"
"79465","-4.54284668E+00"
"79631","-4.54938126E+00"
"79807","-4.54753113E+00"
"79976","-4.54303741E+00"
"80144","-4.54507065E+00"
"80314","-4.54399109E+00"
"80486","-4.54494858E+00"
"80673","-4.54206848E+00"
"80835","-4.54015350E+00"
"81013","-4.54296875E+00"
"81180","-4.54684830E+00"
"81347","-4.54711533E+00"
"81523","-4.54558182E+00"
"81690","-4.54394531E+00"
"81861","-4.54218674E+00"
"82037","-4.54266357E+00"
"82211","-4.54420090E+00"
"82387","-4.54516602E+00"
"82564","-4.54291916E+00"
"82739","-4.54846954E+00"
