"time in ms","power in dBm"
"1161","-4.54840088E+00"
"1276","-4.55367661E+00"
"1425","-4.55009842E+00"
"1574","-4.55094910E+00"
"1730","-4.54707336E+00"
"1888","-4.55059814E+00"
"2039","-4.54789352E+00"
"2188","-4.54685974E+00"
"2340","-4.54816437E+00"
"2490","-4.54872513E+00"
"2644","-4.54826355E+00"
"2794","-4.55224228E+00"
"2943","-4.54650116E+00"
"3200","-4.55001450E+00"
"3351","-4.54880905E+00"
"3495","-4.55002975E+00"
"3644","-4.55094147E+00"
"3796","-4.54868698E+00"
"3954","-4.55183029E+00"
"4204","-4.55042267E+00"
"4363","-4.54699707E+00"
"4517","-4.54438019E+00"
"4666","-4.54417801E+00"
"4824","-4.54494476E+00"
"4971","-4.54522324E+00"
"5225","-4.54500961E+00"
"5377","-4.54897690E+00"
"5535","-4.54809952E+00"
"5690","-4.54460144E+00"
"5840","-4.54640961E+00"
"5998","-4.54450989E+00"
"6255","-4.54898834E+00"
"6408","-4.54649734E+00"
"6564","-4.54640579E+00"
"6719","-4.54314423E+00"
"6870","-4.54784775E+00"
"7024","-4.54682922E+00"
"7178","-4.55057526E+00"
"7336","-4.54676437E+00"
"7488","-4.55109406E+00"
"7640","-4.54738235E+00"
"7794","-4.54501343E+00"
"7949","-4.54611969E+00"
"8106","-4.54761505E+00"
"8254","-4.54875183E+00"
"8408","-4.54774857E+00"
"8566","-4.54545212E+00"
"8727","-4.54200363E+00"
"8881","-4.54626083E+00"
"9036","-4.54934692E+00"
"9294","-4.54410934E+00"
"9451","-4.54639816E+00"
"9604","-4.54750061E+00"
"9766","-4.54546738E+00"
"9920","-4.54477692E+00"
"10076","-4.54447174E+00"
"10330","-4.54459381E+00"
"10488","-4.54670715E+00"
"10642","-4.54135895E+00"
"10795","-4.54129410E+00"
"10947","-4.54211807E+00"
"11101","-4.54382324E+00"
"11255","-4.54072189E+00"
"11409","-4.54483032E+00"
"11561","-4.54955673E+00"
"11714","-4.54930878E+00"
"11869","-4.55013657E+00"
"12027","-4.54796219E+00"
"12278","-4.54808426E+00"
"12432","-4.54640198E+00"
"12587","-4.54637146E+00"
"12744","-4.54339600E+00"
"12897","-4.54468918E+00"
"13049","-4.54161072E+00"
"13302","-4.54237366E+00"
"13457","-4.54367447E+00"
"13609","-4.54436874E+00"
"13761","-4.54475784E+00"
"13914","-4.54662704E+00"
"14068","-4.54379654E+00"
"14321","-4.54265594E+00"
"14478","-4.54366302E+00"
"14634","-4.54528427E+00"
"14786","-4.54400635E+00"
"14940","-4.54194641E+00"
"15088","-4.54616547E+00"
"15245","-4.54491043E+00"
"15391","-4.54743958E+00"
"15545","-4.54571152E+00"
"15702","-4.54420471E+00"
"15854","-4.54291153E+00"
"16009","-4.54153442E+00"
"16166","-4.54530716E+00"
"16316","-4.54470825E+00"
"16470","-4.54100800E+00"
"16621","-4.54149628E+00"
"16778","-4.54553986E+00"
"16929","-4.54851532E+00"
"17084","-4.54111099E+00"
"17339","-4.54529190E+00"
"17492","-4.54295349E+00"
"17647","-4.54505539E+00"
"17800","-4.54175568E+00"
"17954","-4.54225540E+00"
"18110","-4.54180908E+00"
"18366","-4.54504395E+00"
"18518","-4.54207611E+00"
"18674","-4.54095840E+00"
"18828","-4.54417801E+00"
"18988","-4.54233170E+00"
"19146","-4.54214478E+00"
"19309","-4.54287338E+00"
"19453","-4.54353333E+00"
"19609","-4.54283905E+00"
"19766","-4.54542923E+00"
"19917","-4.54162216E+00"
"20071","-4.54224396E+00"
"20228","-4.54183578E+00"
"20380","-4.54098511E+00"
"20533","-4.53827667E+00"
"20687","-4.54177856E+00"
"20844","-4.54048920E+00"
"20997","-4.54635239E+00"
"21153","-4.54213333E+00"
"21409","-4.54393768E+00"
"21566","-4.54364014E+00"
"21720","-4.54011536E+00"
"21876","-4.53863144E+00"
"22037","-4.53876114E+00"
"22193","-4.54291916E+00"
"22448","-4.53852463E+00"
"22599","-4.53950119E+00"
"22755","-4.53805923E+00"
"22909","-4.54077911E+00"
"23057","-4.54562378E+00"
"23210","-4.54121399E+00"
"23367","-4.54111099E+00"
"23518","-4.54010773E+00"
"23671","-4.54118347E+00"
"23825","-4.54137039E+00"
"23977","-4.53958511E+00"
"24132","-4.53960037E+00"
"24286","-4.53910446E+00"
"24441","-4.54362488E+00"
"24595","-4.54027939E+00"
"24750","-4.53624344E+00"
"24905","-4.53895569E+00"
"25059","-4.53914642E+00"
"25214","-4.54020691E+00"
"25467","-4.53754425E+00"
"25623","-4.53536987E+00"
"25776","-4.53489685E+00"
"25937","-4.53664017E+00"
"26094","-4.54067230E+00"
"26253","-4.53979111E+00"
"26513","-4.53969193E+00"
"26668","-4.54190826E+00"
"26822","-4.53947830E+00"
"26984","-4.53789902E+00"
"27139","-4.53789902E+00"
"27296","-4.53636169E+00"
"27452","-4.53185272E+00"
"27609","-4.53537750E+00"
"27766","-4.53657532E+00"
"27920","-4.53576660E+00"
"28077","-4.53834534E+00"
"28235","-4.53469467E+00"
"28498","-4.53436279E+00"
"28657","-4.53298950E+00"
"28814","-4.53342056E+00"
"28968","-4.53322601E+00"
"29129","-4.53171158E+00"
"29285","-4.53251648E+00"
"29441","-4.53431702E+00"
"29599","-4.53657532E+00"
"29756","-4.53340530E+00"
"29919","-4.53917694E+00"
"30079","-4.53704453E+00"
"30234","-4.53475952E+00"
"30492","-4.53850174E+00"
"30655","-4.53751755E+00"
"30811","-4.53569412E+00"
"30968","-4.53606796E+00"
"31130","-4.53623581E+00"
"31287","-4.53340149E+00"
"31446","-4.53736115E+00"
"31599","-4.53483200E+00"
"31763","-4.53622818E+00"
"31923","-4.53588104E+00"
"32083","-4.53858185E+00"
"32238","-4.53733826E+00"
"32497","-4.54075623E+00"
"32660","-4.53538513E+00"
"32819","-4.53599548E+00"
"32982","-4.53909302E+00"
"33144","-4.53739166E+00"
"33304","-4.53543091E+00"
"33463","-4.54148865E+00"
"33625","-4.53974152E+00"
"33783","-4.53784943E+00"
"33949","-4.54011536E+00"
"34106","-4.53651810E+00"
"34258","-4.53583908E+00"
"34521","-4.53524399E+00"
"34683","-4.53923416E+00"
"34845","-4.53582764E+00"
"35003","-4.53951645E+00"
"35160","-4.53431320E+00"
"35318","-4.53635025E+00"
"35477","-4.53973007E+00"
"35642","-4.53499603E+00"
"35802","-4.53876877E+00"
"35968","-4.53749084E+00"
"36132","-4.53860092E+00"
"36294","-4.53644943E+00"
"36457","-4.53996658E+00"
"36615","-4.53535843E+00"
"36769","-4.53887558E+00"
"36930","-4.53917694E+00"
"37092","-4.53459930E+00"
"37255","-4.53873825E+00"
"37521","-4.53776169E+00"
"37684","-4.53821182E+00"
"37847","-4.53698730E+00"
"38009","-4.53460312E+00"
"38175","-4.53387451E+00"
"38332","-4.53855515E+00"
"38486","-4.53526688E+00"
"38649","-4.53604126E+00"
"38811","-4.54008865E+00"
"38973","-4.53850555E+00"
"39132","-4.53995895E+00"
"39297","-4.53644562E+00"
"39461","-4.53798676E+00"
"39620","-4.53677750E+00"
"39782","-4.54234314E+00"
"39943","-4.54062271E+00"
"40106","-4.53990173E+00"
"40264","-4.53647232E+00"
"40528","-4.53990555E+00"
"40692","-4.53668213E+00"
"40852","-4.53860855E+00"
"41011","-4.53813934E+00"
"41171","-4.53533936E+00"
"41330","-4.53929520E+00"
