"time in ms","power in dBm"
"1229","-4.41966629E+00"
"1400","-4.42001724E+00"
"1587","-4.41778183E+00"
"1773","-4.41656113E+00"
"1956","-4.42095184E+00"
"2143","-4.41701508E+00"
"2330","-4.42119598E+00"
"2513","-4.41966248E+00"
"2706","-4.41596603E+00"
"2890","-4.41614151E+00"
"3080","-4.42019272E+00"
"3369","-4.41831207E+00"
"3550","-4.42103577E+00"
"3733","-4.41935349E+00"
"3923","-4.42008972E+00"
"4102","-4.41802597E+00"
"4401","-4.41614914E+00"
"4584","-4.41588593E+00"
"4773","-4.41815186E+00"
"4964","-4.42114639E+00"
"5153","-4.42248154E+00"
"5338","-4.41508102E+00"
"5525","-4.41565704E+00"
"5719","-4.41857910E+00"
"5912","-4.42048645E+00"
"6098","-4.42077637E+00"
"6390","-4.42011261E+00"
"6571","-4.41753006E+00"
"6761","-4.41927719E+00"
"6953","-4.42029572E+00"
"7146","-4.41478348E+00"
"7337","-4.41855621E+00"
"7525","-4.41973877E+00"
"7718","-4.41784668E+00"
"7906","-4.41744232E+00"
"8095","-4.41786575E+00"
"8383","-4.42126083E+00"
"8568","-4.41848755E+00"
"8764","-4.41801834E+00"
"8958","-4.41830826E+00"
"9148","-4.41704941E+00"
"9440","-4.42216110E+00"
"9637","-4.41671753E+00"
"9828","-4.41799927E+00"
"10018","-4.42012024E+00"
"10213","-4.41735077E+00"
"10402","-4.41561508E+00"
"10593","-4.41720581E+00"
"10790","-4.42006302E+00"
"10980","-4.41451645E+00"
"11169","-4.41525650E+00"
"11464","-4.41873550E+00"
"11650","-4.41752243E+00"
"11836","-4.41642761E+00"
"12024","-4.41512680E+00"
"12219","-4.41464615E+00"
"12407","-4.41679001E+00"
"12587","-4.41630554E+00"
"12793","-4.41560364E+00"
"12993","-4.41930771E+00"
"13175","-4.41707611E+00"
"13472","-4.41487122E+00"
"13682","-4.41754913E+00"
"13872","-4.41728973E+00"
"14072","-4.41332245E+00"
"14272","-4.41275406E+00"
"14459","-4.41621017E+00"
"14666","-4.41712189E+00"
"14858","-4.41675949E+00"
"15054","-4.41235352E+00"
"15249","-4.41137695E+00"
"15540","-4.41727448E+00"
"15730","-4.41127014E+00"
"15925","-4.41737366E+00"
"16139","-4.41212845E+00"
"16335","-4.41340256E+00"
"16522","-4.41405869E+00"
"16713","-4.41606140E+00"
"16907","-4.41719818E+00"
"17098","-4.41031647E+00"
"17291","-4.41421127E+00"
"17587","-4.41487122E+00"
"17782","-4.41244888E+00"
"17971","-4.41545868E+00"
"18162","-4.41465759E+00"
"18350","-4.41399002E+00"
"18537","-4.41372299E+00"
"18727","-4.41425705E+00"
"18918","-4.41885376E+00"
"19108","-4.41315460E+00"
"19305","-4.41075134E+00"
"19604","-4.41210938E+00"
"19797","-4.41377640E+00"
"20001","-4.41246796E+00"
"20202","-4.41229248E+00"
"20388","-4.41454315E+00"
"20572","-4.41368866E+00"
"20760","-4.41581726E+00"
"20950","-4.41607285E+00"
"21134","-4.41439819E+00"
"21328","-4.41191864E+00"
"21613","-4.41704559E+00"
"21799","-4.41428757E+00"
"21985","-4.41585922E+00"
"22168","-4.41035461E+00"
"22356","-4.41151428E+00"
"22543","-4.41495514E+00"
"22726","-4.41355896E+00"
"22918","-4.41674805E+00"
"23113","-4.41454697E+00"
"23302","-4.41574097E+00"
"23591","-4.41398239E+00"
"23774","-4.41293335E+00"
"23957","-4.41457367E+00"
"24153","-4.41376877E+00"
"24345","-4.41437149E+00"
"24647","-4.41401291E+00"
"24835","-4.41802597E+00"
"25026","-4.41550064E+00"
"25215","-4.41757202E+00"
"25412","-4.41448212E+00"
"25598","-4.41589355E+00"
"25784","-4.41608429E+00"
"25973","-4.41349411E+00"
"26165","-4.41640472E+00"
"26358","-4.41253662E+00"
"26648","-4.41307831E+00"
"26843","-4.41279221E+00"
"27042","-4.41350555E+00"
"27226","-4.41231918E+00"
"27424","-4.41186905E+00"
"27615","-4.40987015E+00"
"27804","-4.41172409E+00"
"27990","-4.41374969E+00"
"28187","-4.41485977E+00"
"28371","-4.41005325E+00"
"28671","-4.41164398E+00"
"28862","-4.40990448E+00"
"29051","-4.40963364E+00"
"29237","-4.41159058E+00"
"29436","-4.41442108E+00"
"29630","-4.41556168E+00"
"29820","-4.41362381E+00"
"30009","-4.41147232E+00"
"30200","-4.41315842E+00"
"30389","-4.41371536E+00"
"30680","-4.41158295E+00"
