"time in ms","power in dBm"
"22356","-4.35701752E+00"
"22509","-4.35590363E+00"
"22662","-4.35688019E+00"
"22812","-4.35581589E+00"
"22962","-4.35717010E+00"
"23113","-4.35808182E+00"
"23266","-4.35527039E+00"
"23418","-4.35678482E+00"
"23570","-4.35642242E+00"
"23724","-4.35577011E+00"
"23877","-4.35665512E+00"
"24031","-4.35897446E+00"
"24186","-4.35993958E+00"
"24337","-4.35893250E+00"
"24492","-4.35569763E+00"
"24647","-4.35637665E+00"
"24801","-4.35881805E+00"
"24952","-4.35710526E+00"
"25106","-4.35962296E+00"
"25361","-4.35733032E+00"
"25517","-4.35765839E+00"
"25670","-4.35389709E+00"
"25823","-4.35839844E+00"
"25979","-4.35462189E+00"
"26142","-4.35588074E+00"
"26295","-4.35872650E+00"
"26448","-4.35691071E+00"
"26598","-4.35869598E+00"
"26751","-4.35754013E+00"
"26909","-4.35756683E+00"
"27061","-4.35424805E+00"
"27213","-4.35641098E+00"
"27366","-4.35395813E+00"
"27520","-4.35523605E+00"
"27674","-4.35764694E+00"
"27827","-4.35672760E+00"
"27984","-4.35660172E+00"
"28146","-4.35612869E+00"
"28403","-4.35920334E+00"
"28556","-4.35758591E+00"
"28709","-4.35943985E+00"
"28853","-4.35898209E+00"
"29010","-4.35713959E+00"
"29164","-4.35366821E+00"
"29419","-4.35373688E+00"
"29579","-4.35583496E+00"
"29739","-4.35488510E+00"
"29897","-4.35314941E+00"
"30051","-4.35632706E+00"
"30205","-4.35924911E+00"
"30360","-4.35622787E+00"
"30514","-4.35325623E+00"
"30671","-4.35308075E+00"
"30828","-4.35527420E+00"
"30981","-4.35300446E+00"
"31134","-4.35551453E+00"
"31394","-4.35266495E+00"
"31553","-4.35739517E+00"
"31712","-4.35710144E+00"
"31869","-4.35646439E+00"
"32020","-4.35747147E+00"
"32186","-4.35722351E+00"
"32441","-4.35443878E+00"
"32599","-4.35628510E+00"
"32780","-4.35708237E+00"
"32925","-4.35609055E+00"
"33082","-4.35860062E+00"
"33241","-4.35647964E+00"
"33394","-4.35807037E+00"
"33550","-4.35683060E+00"
"33706","-4.35762024E+00"
"33864","-4.35475159E+00"
"34018","-4.35575485E+00"
"34187","-4.35769272E+00"
"34445","-4.35715103E+00"
"34602","-4.35692215E+00"
"34761","-4.35661316E+00"
"34919","-4.35620117E+00"
"35075","-4.35960770E+00"
"35232","-4.35754395E+00"
"35390","-4.35368347E+00"
"35548","-4.35564804E+00"
"35708","-4.35387421E+00"
"35864","-4.35360336E+00"
"36024","-4.35691071E+00"
"36193","-4.35788345E+00"
"36452","-4.35676575E+00"
"36611","-4.35608292E+00"
"36770","-4.35628891E+00"
"36927","-4.35856247E+00"
"37083","-4.35696793E+00"
"37241","-4.35592651E+00"
"37404","-4.35610199E+00"
"37563","-4.35386276E+00"
"37720","-4.35473633E+00"
"37879","-4.35742569E+00"
"38040","-4.35402679E+00"
"38196","-4.35549164E+00"
"38457","-4.35604477E+00"
"38616","-4.35673523E+00"
"38775","-4.35503006E+00"
"38931","-4.35599899E+00"
"39087","-4.35426331E+00"
"39245","-4.35841370E+00"
"39406","-4.35675812E+00"
"39562","-4.35514832E+00"
"39717","-4.35689545E+00"
"39876","-4.35690308E+00"
"40036","-4.35427475E+00"
"40192","-4.35600281E+00"
"40452","-4.35755157E+00"
"40609","-4.35389709E+00"
"40768","-4.35446548E+00"
"40928","-4.35423660E+00"
"41087","-4.35333252E+00"
"41244","-4.35536194E+00"
"41405","-4.35566711E+00"
"41564","-4.35512924E+00"
"41721","-4.35783005E+00"
"41887","-4.35487747E+00"
"42048","-4.35468674E+00"
"42213","-4.35143661E+00"
"42472","-4.35796356E+00"
"42631","-4.35488892E+00"
"42790","-4.35365677E+00"
"42951","-4.35494614E+00"
"43114","-4.35111237E+00"
"43274","-4.35472107E+00"
"43536","-4.35196686E+00"
"43698","-4.35344696E+00"
"43859","-4.35055161E+00"
"44021","-4.35379028E+00"
"44184","-4.35122681E+00"
"44439","-4.35339355E+00"
"44602","-4.35199356E+00"
"44765","-4.35152054E+00"
"44928","-4.35515213E+00"
"45088","-4.35124969E+00"
"45248","-4.35253906E+00"
"45512","-4.35274887E+00"
"45676","-4.35499573E+00"
"45839","-4.35190201E+00"
"46006","-4.35125351E+00"
"46165","-4.35058212E+00"
"46325","-4.35282898E+00"
"46486","-4.35178375E+00"
"46650","-4.35270691E+00"
"46813","-4.35396576E+00"
"46975","-4.35649872E+00"
"47137","-4.35374069E+00"
"47304","-4.35244751E+00"
"47463","-4.35795212E+00"
"47626","-4.35449219E+00"
"47785","-4.35151672E+00"
"47945","-4.35349274E+00"
"48108","-4.35326385E+00"
"48269","-4.35695648E+00"
"48533","-4.35211945E+00"
"48699","-4.35421371E+00"
"48861","-4.35493469E+00"
"49022","-4.35758972E+00"
"49190","-4.35539246E+00"
"49351","-4.35169220E+00"
"49512","-4.35354233E+00"
"49679","-4.35559082E+00"
"49842","-4.35650635E+00"
"50003","-4.35376740E+00"
"50165","-4.35499573E+00"
"50330","-4.35377502E+00"
"50491","-4.35580063E+00"
"50649","-4.35339737E+00"
"50809","-4.35389709E+00"
"50967","-4.35324860E+00"
"51133","-4.35148621E+00"
"51294","-4.35378647E+00"
"51559","-4.35385513E+00"
"51726","-4.35335541E+00"
"51888","-4.35648727E+00"
"52048","-4.35180283E+00"
"52211","-4.35536194E+00"
"52377","-4.35515976E+00"
"52537","-4.35219955E+00"
"52701","-4.35105896E+00"
"52862","-4.35420609E+00"
"53024","-4.35352707E+00"
"53186","-4.35147858E+00"
"53351","-4.35202789E+00"
"53527","-4.35360718E+00"
"53688","-4.35621643E+00"
"53850","-4.35313416E+00"
"54009","-4.35524750E+00"
"54172","-4.35229111E+00"
"54334","-4.35420609E+00"
"54599","-4.35589600E+00"
"54760","-4.35456848E+00"
"54923","-4.35136795E+00"
"55087","-4.35347366E+00"
"55238","-4.35419083E+00"
"55400","-4.35203171E+00"
"55559","-4.35469437E+00"
"55723","-4.35150909E+00"
"55888","-4.35390854E+00"
"56054","-4.35165024E+00"
"56212","-4.35460281E+00"
"56375","-4.35108185E+00"
"56538","-4.35179520E+00"
"56697","-4.35257721E+00"
"56860","-4.35481262E+00"
"57029","-4.35291290E+00"
"57195","-4.35473251E+00"
"57355","-4.35290527E+00"
"57620","-4.35256958E+00"
"57783","-4.35281372E+00"
"57941","-4.35214233E+00"
"58103","-4.35084915E+00"
"58266","-4.35493851E+00"
"58432","-4.35149002E+00"
"58590","-4.35146332E+00"
"58752","-4.35161591E+00"
"58918","-4.35403061E+00"
"59079","-4.35501862E+00"
"59238","-4.35384369E+00"
"59401","-4.35198975E+00"
"59566","-4.35525894E+00"
"59727","-4.35324097E+00"
"59891","-4.35287857E+00"
"60052","-4.35361862E+00"
"60219","-4.35372543E+00"
"60381","-4.35535049E+00"
"60645","-4.35395432E+00"
"60807","-4.35471725E+00"
"60972","-4.35137939E+00"
"61135","-4.35527039E+00"
"61301","-4.35454559E+00"
"61466","-4.35445023E+00"
"61629","-4.35272980E+00"
"61794","-4.35420609E+00"
"61961","-4.35470963E+00"
"62126","-4.35361099E+00"
"62288","-4.35284424E+00"
"62452","-4.35541916E+00"
"62616","-4.35513306E+00"
"62782","-4.35150146E+00"
"62946","-4.35427856E+00"
"63110","-4.35440826E+00"
"63271","-4.35083008E+00"
"63434","-4.35463333E+00"
"63703","-4.35171890E+00"
"63867","-4.35390472E+00"
"64031","-4.35227585E+00"
"64195","-4.35183716E+00"
"64360","-4.35469818E+00"
"64522","-4.35168076E+00"
"64683","-4.35266495E+00"
"64850","-4.35174179E+00"
"65017","-4.35496140E+00"
"65179","-4.35472870E+00"
"65350","-4.34992599E+00"
"65511","-4.35306168E+00"
"65680","-4.35398102E+00"
"65839","-4.34977341E+00"
"66014","-4.35235977E+00"
"66180","-4.35177231E+00"
"66347","-4.35055923E+00"
"66515","-4.35106659E+00"
"66683","-4.35177994E+00"
"66844","-4.35193253E+00"
"67008","-4.35268784E+00"
"67177","-4.35097504E+00"
"67346","-4.35188675E+00"
"67511","-4.35428619E+00"
"67708","-4.34961319E+00"
"67890","-4.35157776E+00"
"68043","-4.35330200E+00"
"68280","-4.35630417E+00"
"68448","-4.35306549E+00"
"68752","-4.35314178E+00"
"68941","-4.35217285E+00"
"69140","-4.35396194E+00"
"69305","-4.35538864E+00"
"69495","-4.35504913E+00"
"69763","-4.35422516E+00"
"69925","-4.35264969E+00"
"70093","-4.35155869E+00"
"70259","-4.35359573E+00"
"70424","-4.35176468E+00"
"70591","-4.35026169E+00"
"70754","-4.35312653E+00"
"70916","-4.35003662E+00"
"71087","-4.35282898E+00"
"71253","-4.35100174E+00"
"71420","-4.34937668E+00"
"71583","-4.35081100E+00"
"71750","-4.35224915E+00"
"71917","-4.35002518E+00"
"72083","-4.35210800E+00"
"72246","-4.35209274E+00"
"72404","-4.35366440E+00"
"72571","-4.35155487E+00"
"72737","-4.35046005E+00"
"72907","-4.35177231E+00"
"73076","-4.35241699E+00"
"73238","-4.35012436E+00"
"73402","-4.35126495E+00"
"73566","-4.34862900E+00"
"73732","-4.35053635E+00"
"73899","-4.35198212E+00"
"74063","-4.34948730E+00"
"74225","-4.35072708E+00"
"74393","-4.34960938E+00"
"74560","-4.35370255E+00"
"74826","-4.35496140E+00"
"74992","-4.35125732E+00"
"75154","-4.35193253E+00"
"75323","-4.34864426E+00"
"75487","-4.35237503E+00"
"75650","-4.35172272E+00"
"75812","-4.34890747E+00"
"75978","-4.35211182E+00"
"76143","-4.35276413E+00"
"76308","-4.35064697E+00"
"76477","-4.35441971E+00"
"76646","-4.35488510E+00"
"76922","-4.35093307E+00"
"77087","-4.35163498E+00"
"77251","-4.35494614E+00"
"77423","-4.35113144E+00"
"77592","-4.35139465E+00"
"77859","-4.35176849E+00"
"78024","-4.35422516E+00"
"78193","-4.35198975E+00"
"78357","-4.35075760E+00"
"78526","-4.35398865E+00"
"78692","-4.35231781E+00"
"78857","-4.35179520E+00"
"79020","-4.35335541E+00"
"79188","-4.35137558E+00"
"79351","-4.35311508E+00"
"79513","-4.35440063E+00"
"79674","-4.35162354E+00"
"79843","-4.35288239E+00"
"80009","-4.35009003E+00"
"80178","-4.35247040E+00"
"80347","-4.35263443E+00"
"80511","-4.35184860E+00"
"80678","-4.34998703E+00"
"80844","-4.35327530E+00"
"81004","-4.35023117E+00"
"81182","-4.35252380E+00"
"81365","-4.35054016E+00"
"81533","-4.35119629E+00"
"81698","-4.35363007E+00"
"81866","-4.35052109E+00"
"82030","-4.35161972E+00"
"82194","-4.35266113E+00"
"82365","-4.35017014E+00"
"82532","-4.35244370E+00"
"82695","-4.35138321E+00"
"82861","-4.34901047E+00"
"83024","-4.35230637E+00"
"83195","-4.35307312E+00"
"83359","-4.34917450E+00"
"83523","-4.35165405E+00"
"83692","-4.35360718E+00"
"83861","-4.35112381E+00"
"84025","-4.35068512E+00"
"84196","-4.35271072E+00"
"84361","-4.35042953E+00"
"84524","-4.35081863E+00"
"84689","-4.35157013E+00"
"84862","-4.34909058E+00"
"85027","-4.34844589E+00"
"85195","-4.35292435E+00"
"85368","-4.35034561E+00"
"85533","-4.35123062E+00"
"85701","-4.35165024E+00"
"85877","-4.35022736E+00"
"86049","-4.35063171E+00"
"86226","-4.35369873E+00"
"86395","-4.34857559E+00"
"86569","-4.35396194E+00"
"86736","-4.35184479E+00"
"86910","-4.34995270E+00"
"87082","-4.34894180E+00"
"87240","-4.34933090E+00"
"87413","-4.34973526E+00"
"87582","-4.34890747E+00"
"87755","-4.34861755E+00"
"87929","-4.35076523E+00"
"88092","-4.35155869E+00"
"88259","-4.34959793E+00"
"88430","-4.34663773E+00"
"88601","-4.34963608E+00"
"88778","-4.34761429E+00"
"89053","-4.34975433E+00"
"89223","-4.34952545E+00"
"89401","-4.34922791E+00"
