"time in ms","power in dBm"
"1289","-4.20669556E+00"
"1445","-4.20548248E+00"
"1599","-4.20518875E+00"
"1754","-4.20790100E+00"
"1906","-4.20496750E+00"
"2059","-4.20824814E+00"
"2215","-4.20277405E+00"
"2385","-4.20624542E+00"
"2533","-4.20188904E+00"
"2682","-4.20436859E+00"
"2829","-4.20506668E+00"
"2983","-4.20302582E+00"
"3241","-4.20389557E+00"
"3388","-4.20754623E+00"
"3542","-4.20652008E+00"
"3695","-4.20360947E+00"
"3841","-4.20481110E+00"
"3991","-4.20576477E+00"
"4241","-4.20804977E+00"
"4395","-4.20669174E+00"
"4546","-4.20853043E+00"
"4700","-4.20467758E+00"
"4850","-4.20535278E+00"
"5002","-4.20616531E+00"
"5258","-4.20485306E+00"
"5409","-4.20591736E+00"
"5558","-4.20240784E+00"
"5710","-4.20140076E+00"
"5861","-4.20143890E+00"
"6009","-4.20324707E+00"
"6267","-4.20177078E+00"
"6422","-4.20732880E+00"
"6578","-4.20795441E+00"
"6729","-4.20231247E+00"
"6878","-4.20099640E+00"
"7031","-4.20288467E+00"
"7283","-4.20357513E+00"
"7440","-4.20788574E+00"
"7596","-4.20494461E+00"
"7753","-4.20866013E+00"
"7909","-4.20416641E+00"
"8060","-4.20614243E+00"
"8206","-4.20520401E+00"
"8359","-4.20330048E+00"
"8511","-4.20305252E+00"
"8666","-4.20247650E+00"
"8817","-4.20538712E+00"
"8970","-4.20707321E+00"
"9129","-4.20888519E+00"
"9290","-4.20312500E+00"
"9441","-4.20425034E+00"
"9600","-4.20636368E+00"
"9759","-4.20478821E+00"
"9914","-4.20717239E+00"
"10076","-4.20595551E+00"
"10332","-4.20212173E+00"
"10486","-4.19982910E+00"
"10640","-4.20536041E+00"
"10794","-4.20668793E+00"
"10949","-4.20814514E+00"
"11110","-4.20374680E+00"
"11276","-4.20370102E+00"
"11423","-4.20415497E+00"
"11580","-4.20592499E+00"
"11724","-4.20287323E+00"
"11873","-4.20309830E+00"
"12027","-4.20530319E+00"
"12183","-4.20205688E+00"
"12329","-4.20134354E+00"
"12489","-4.20478058E+00"
"12640","-4.20729446E+00"
"12797","-4.20611954E+00"
"12955","-4.20225525E+00"
"13107","-4.20119858E+00"
"13357","-4.20389938E+00"
"13512","-4.20609283E+00"
"13662","-4.20580673E+00"
"13815","-4.20468140E+00"
"13967","-4.20442581E+00"
"14118","-4.20055389E+00"
"14368","-4.20241928E+00"
"14523","-4.20294952E+00"
"14683","-4.20410538E+00"
"14837","-4.20625687E+00"
"14990","-4.20693970E+00"
"15148","-4.20689774E+00"
"15402","-4.20398331E+00"
"15555","-4.20369339E+00"
"15708","-4.20511246E+00"
"15863","-4.20391464E+00"
"16022","-4.20652390E+00"
"16172","-4.20293808E+00"
"16325","-4.20463943E+00"
"16477","-4.20282364E+00"
"16635","-4.20793533E+00"
"16790","-4.20719910E+00"
"16953","-4.20562744E+00"
"17109","-4.20381546E+00"
"17361","-4.20572281E+00"
