"time in ms","power in dBm"
"243","-4.20025253E+00"
"382","-4.19819260E+00"
"543","-4.20104980E+00"
"712","-4.20435333E+00"
"829","-4.20040894E+00"
"986","-4.20228958E+00"
"1142","-4.20297241E+00"
"1296","-4.20286560E+00"
"1433","-4.20283890E+00"
"1593","-4.20148087E+00"
"1742","-4.20034790E+00"
"1898","-4.20270920E+00"
"2028","-4.19845581E+00"
"2180","-4.20216751E+00"
"2327","-4.20051575E+00"
"2475","-4.20334625E+00"
"2624","-4.20442200E+00"
"2772","-4.20305252E+00"
"2925","-4.20555496E+00"
"3078","-4.20446777E+00"
"3226","-4.20625687E+00"
"3376","-4.20705795E+00"
"3530","-4.20349121E+00"
"3683","-4.20055771E+00"
"3839","-4.20114899E+00"
"3994","-4.20295334E+00"
"4248","-4.20367432E+00"
"4405","-4.20501709E+00"
"4560","-4.19888687E+00"
"4719","-4.20266724E+00"
"4875","-4.20287704E+00"
"5026","-4.20323944E+00"
"5281","-4.20487976E+00"
"5432","-4.19908524E+00"
"5581","-4.20053482E+00"
"5734","-4.20032501E+00"
"5894","-4.20360184E+00"
"6050","-4.20293808E+00"
"6204","-4.20079422E+00"
"6354","-4.20111847E+00"
"6510","-4.20400620E+00"
"6662","-4.20159149E+00"
"6817","-4.20203018E+00"
"6976","-4.20182419E+00"
"7133","-4.20534134E+00"
"7285","-4.20082855E+00"
"7436","-4.19931412E+00"
"7592","-4.19937515E+00"
"7742","-4.20092010E+00"
"7891","-4.20070648E+00"
"8041","-4.20066452E+00"
"8301","-4.20021439E+00"
"8459","-4.20439529E+00"
"8615","-4.20236588E+00"
"8767","-4.20080948E+00"
"8925","-4.19813538E+00"
"9078","-4.20370865E+00"
"9334","-4.20176315E+00"
"9494","-4.20206833E+00"
"9648","-4.19939041E+00"
"9801","-4.20037460E+00"
"9957","-4.20215225E+00"
"10131","-4.20378113E+00"
"10281","-4.20312500E+00"
"10441","-4.20145035E+00"
"10594","-4.19784546E+00"
"10743","-4.20156860E+00"
"10894","-4.20041275E+00"
"11053","-4.19991684E+00"
"11306","-4.20446396E+00"
"11459","-4.20518112E+00"
"11614","-4.20061874E+00"
"11772","-4.20126724E+00"
"11926","-4.19987106E+00"
"12079","-4.20361710E+00"
"12337","-4.20069885E+00"
"12488","-4.19975662E+00"
"12644","-4.20294952E+00"
"12799","-4.20069885E+00"
"12952","-4.19970703E+00"
"13102","-4.20401764E+00"
"13361","-4.20139694E+00"
"13517","-4.20049286E+00"
"13673","-4.20049667E+00"
"13832","-4.19976425E+00"
"13994","-4.20320892E+00"
"14149","-4.20026779E+00"
"14299","-4.20406342E+00"
"14460","-4.20148849E+00"
"14614","-4.19905090E+00"
"14765","-4.19849396E+00"
"14916","-4.20066833E+00"
"15073","-4.20042038E+00"
"15325","-4.20266724E+00"
"15484","-4.19971848E+00"
"15637","-4.20182419E+00"
"15790","-4.20341873E+00"
"15946","-4.20119858E+00"
"16101","-4.20148468E+00"
"16356","-4.20212555E+00"
"16517","-4.20316315E+00"
"16672","-4.19879532E+00"
"16829","-4.20176315E+00"
"16986","-4.20465851E+00"
"17142","-4.20378113E+00"
"17294","-4.20169449E+00"
"17448","-4.20119095E+00"
"17600","-4.19990921E+00"
"17762","-4.20579529E+00"
"17913","-4.19927979E+00"
"18066","-4.19869232E+00"
"18321","-4.20120621E+00"
"18482","-4.20397568E+00"
"18635","-4.20439529E+00"
"18791","-4.19957352E+00"
"18947","-4.20034027E+00"
"19101","-4.20227814E+00"
"19360","-4.20307541E+00"
"19510","-4.20183182E+00"
"19663","-4.20226669E+00"
"19816","-4.20092773E+00"
"19969","-4.20147324E+00"
"20121","-4.20365906E+00"
"20374","-4.20520020E+00"
"20528","-4.20458603E+00"
"20681","-4.20421219E+00"
"20841","-4.20600510E+00"
"20997","-4.20175934E+00"
"21147","-4.19947815E+00"
"21307","-4.20541000E+00"
"21461","-4.20777512E+00"
"21615","-4.20351028E+00"
"21768","-4.20170975E+00"
"21919","-4.19991684E+00"
"22076","-4.20012665E+00"
"22333","-4.20420837E+00"
"22491","-4.20502853E+00"
"22644","-4.20162201E+00"
"22795","-4.20222473E+00"
"22949","-4.20018387E+00"
"23105","-4.20140839E+00"
"23364","-4.20541763E+00"
"23522","-4.20070267E+00"
"23678","-4.20204926E+00"
"23830","-4.20434952E+00"
"23990","-4.20254135E+00"
"24142","-4.19951630E+00"
"24397","-4.20135880E+00"
"24553","-4.19998932E+00"
"24711","-4.20258713E+00"
"24865","-4.19909668E+00"
"25026","-4.20232773E+00"
"25183","-4.20331573E+00"
"25330","-4.20119476E+00"
"25485","-4.20110703E+00"
"25639","-4.20060349E+00"
"25791","-4.20036697E+00"
"25951","-4.19741821E+00"
"26104","-4.20445251E+00"
"26359","-4.20498657E+00"
"26517","-4.20135498E+00"
"26681","-4.19942474E+00"
"26837","-4.20393372E+00"
"26994","-4.20132828E+00"
"27153","-4.20029068E+00"
"27313","-4.20209885E+00"
"27467","-4.19839859E+00"
"27620","-4.19973755E+00"
"27774","-4.20142365E+00"
"27930","-4.20342636E+00"
"28089","-4.20108414E+00"
"28245","-4.20050812E+00"
"28396","-4.20078659E+00"
"28554","-4.19928741E+00"
"28707","-4.20277405E+00"
"28869","-4.20668793E+00"
"29025","-4.20471954E+00"
"29181","-4.20340347E+00"
"29441","-4.20122147E+00"
"29603","-4.20011139E+00"
"29755","-4.20561981E+00"
"29916","-4.20323563E+00"
"30072","-4.20238113E+00"
"30229","-4.20251083E+00"
"30387","-4.19948959E+00"
"30541","-4.20384979E+00"
"30705","-4.20245743E+00"
"30864","-4.20581055E+00"
"31020","-4.20138168E+00"
"31179","-4.20207596E+00"
"31434","-4.20230484E+00"
"31593","-4.20536804E+00"
"31747","-4.20135498E+00"
"31908","-4.20381927E+00"
"32062","-4.20762634E+00"
"32219","-4.20237350E+00"
"32477","-4.20448303E+00"
"32635","-4.20454025E+00"
"32796","-4.20538330E+00"
"32949","-4.20265961E+00"
"33108","-4.20417023E+00"
"33266","-4.20562744E+00"
