"time in ms","power in dBm"
"1108","-4.20642471E+00"
"1247","-4.21012115E+00"
"1396","-4.20689774E+00"
"1545","-4.20727539E+00"
"1690","-4.20713425E+00"
"1840","-4.20729065E+00"
"1993","-4.20906067E+00"
"2250","-4.20563507E+00"
"2401","-4.20898438E+00"
"2552","-4.20704269E+00"
"2704","-4.20869446E+00"
"2855","-4.20852280E+00"
"3003","-4.21022415E+00"
"3159","-4.20831680E+00"
"3311","-4.21043015E+00"
"3461","-4.20857239E+00"
"3614","-4.21031952E+00"
"3767","-4.20912933E+00"
"3915","-4.20715332E+00"
"4170","-4.20892334E+00"
"4322","-4.20737457E+00"
"4481","-4.20594025E+00"
"4634","-4.20951843E+00"
"4789","-4.20861435E+00"
"4940","-4.20473099E+00"
"5197","-4.20668030E+00"
"5353","-4.20959854E+00"
"5508","-4.20914459E+00"
"5659","-4.20674515E+00"
"5813","-4.20761108E+00"
"5967","-4.21048355E+00"
"6217","-4.20637512E+00"
"6368","-4.20862198E+00"
"6518","-4.20814133E+00"
"6670","-4.20509720E+00"
"6818","-4.20461655E+00"
"6973","-4.20523071E+00"
"7124","-4.20949936E+00"
"7274","-4.20627594E+00"
"7428","-4.20514297E+00"
"7571","-4.21028900E+00"
"7721","-4.20678329E+00"
"7880","-4.20706558E+00"
"8035","-4.21050644E+00"
"8184","-4.20785522E+00"
"8336","-4.21015549E+00"
"8488","-4.20754242E+00"
"8638","-4.20472336E+00"
"8796","-4.20336151E+00"
"8949","-4.20646286E+00"
"9211","-4.20834732E+00"
"9370","-4.20709610E+00"
"9526","-4.20758057E+00"
"9679","-4.20780563E+00"
"9839","-4.20893860E+00"
"9991","-4.20573807E+00"
"10250","-4.20555878E+00"
"10408","-4.20896912E+00"
"10565","-4.20611191E+00"
"10720","-4.20576096E+00"
"10875","-4.20652771E+00"
"11029","-4.20804977E+00"
"11180","-4.20855331E+00"
"11327","-4.20712662E+00"
"11477","-4.20734024E+00"
"11628","-4.20581818E+00"
"11780","-4.20664215E+00"
"11928","-4.20691681E+00"
"12078","-4.20776749E+00"
"12230","-4.20666885E+00"
"12383","-4.20682907E+00"
"12533","-4.20721054E+00"
"12683","-4.20462799E+00"
"12834","-4.20625305E+00"
"12984","-4.20605850E+00"
"13234","-4.20676804E+00"
"13390","-4.20695877E+00"
"13541","-4.20503998E+00"
"13689","-4.20153427E+00"
"13843","-4.20402527E+00"
"13999","-4.20840454E+00"
"14251","-4.20680237E+00"
"14409","-4.20654678E+00"
"14569","-4.20357513E+00"
"14722","-4.20587158E+00"
"14877","-4.20287323E+00"
"15030","-4.20308685E+00"
"15284","-4.20447540E+00"
"15435","-4.20751190E+00"
"15585","-4.20505142E+00"
"15739","-4.20517731E+00"
"15896","-4.20487976E+00"
"16050","-4.20622253E+00"
"16303","-4.20523071E+00"
"16460","-4.20093918E+00"
"16617","-4.20218277E+00"
"16778","-4.20500565E+00"
"16930","-4.20282745E+00"
"17084","-4.20279312E+00"
"17238","-4.20322800E+00"
"17398","-4.20323563E+00"
"17557","-4.20540619E+00"
"17726","-4.20205307E+00"
"17874","-4.20349884E+00"
"18029","-4.20178604E+00"
"18286","-4.20261765E+00"
"18448","-4.20405197E+00"
"18606","-4.20727921E+00"
"18758","-4.20561218E+00"
"18910","-4.20472717E+00"
"19070","-4.20238113E+00"
"19229","-4.20442581E+00"
"19387","-4.20483017E+00"
"19540","-4.20586014E+00"
"19692","-4.20302582E+00"
"19851","-4.20195389E+00"
"20015","-4.20448685E+00"
"20267","-4.20426178E+00"
"20417","-4.20603943E+00"
"20560","-4.20623398E+00"
"20716","-4.20374298E+00"
"20869","-4.20652390E+00"
"21021","-4.20556259E+00"
"21277","-4.20611191E+00"
"21435","-4.20368195E+00"
"21587","-4.20521927E+00"
"21742","-4.20398712E+00"
