"time in ms","power in dBm"
"16213","-4.19878387E+00"
"16469","-4.19878769E+00"
"16620","-4.20096588E+00"
"16775","-4.19825745E+00"
"16930","-4.19949722E+00"
"17083","-4.20013046E+00"
"17243","-4.19513321E+00"
"17499","-4.20200729E+00"
"17655","-4.20017624E+00"
"17814","-4.19789505E+00"
"17967","-4.20041275E+00"
"18121","-4.19937897E+00"
"18277","-4.20169830E+00"
"18436","-4.19828415E+00"
"18585","-4.20014191E+00"
"18740","-4.19511032E+00"
"18894","-4.19505310E+00"
"19053","-4.20080185E+00"
"19210","-4.19671631E+00"
"19467","-4.19572067E+00"
"19626","-4.20138931E+00"
"19777","-4.19804382E+00"
"19926","-4.20057297E+00"
"20083","-4.19945908E+00"
"20237","-4.19839096E+00"
"20494","-4.20000839E+00"
"20653","-4.20150375E+00"
"20811","-4.19874573E+00"
"20963","-4.20004654E+00"
"21115","-4.20211029E+00"
"21270","-4.20050430E+00"
"21424","-4.19751740E+00"
"21573","-4.19725800E+00"
"21731","-4.19676208E+00"
"21891","-4.20015717E+00"
"22051","-4.20001984E+00"
"22205","-4.19746399E+00"
"22359","-4.19801712E+00"
"22509","-4.19890976E+00"
"22661","-4.19860077E+00"
"22817","-4.20108414E+00"
"22971","-4.20059204E+00"
"23125","-4.19843674E+00"
"23281","-4.20095062E+00"
"23535","-4.20261002E+00"
"23689","-4.20380402E+00"
"23846","-4.20230484E+00"
"23999","-4.19914627E+00"
"24150","-4.20146942E+00"
"24302","-4.19794083E+00"
"24559","-4.19947433E+00"
"24713","-4.20019913E+00"
"24868","-4.20423889E+00"
"25014","-4.20114136E+00"
"25172","-4.19984055E+00"
"25326","-4.19918823E+00"
"25583","-4.19893646E+00"
"25737","-4.20193100E+00"
"25888","-4.20384979E+00"
"26042","-4.20283890E+00"
"26199","-4.19930649E+00"
"26353","-4.19710159E+00"
"26512","-4.19770432E+00"
"26663","-4.19693375E+00"
"26823","-4.20238495E+00"
"26980","-4.20009613E+00"
"27140","-4.20132446E+00"
"27292","-4.19979477E+00"
"27554","-4.19741440E+00"
"27709","-4.19545364E+00"
"27867","-4.20160675E+00"
"28024","-4.20100021E+00"
"28178","-4.19889832E+00"
"28336","-4.19886398E+00"
"28594","-4.19870377E+00"
"28748","-4.19638824E+00"
"28907","-4.19747162E+00"
"29062","-4.20134354E+00"
"29222","-4.19940948E+00"
"29382","-4.19798279E+00"
"29539","-4.20162201E+00"
"29695","-4.19962692E+00"
"29853","-4.19686890E+00"
"30012","-4.19945908E+00"
"30173","-4.19739532E+00"
"30333","-4.19791031E+00"
"30594","-4.20303345E+00"
"30749","-4.19822693E+00"
"30911","-4.19908905E+00"
"31071","-4.19762421E+00"
"31226","-4.19877625E+00"
"31380","-4.19768906E+00"
"31541","-4.20217133E+00"
"31703","-4.19668961E+00"
"31869","-4.19952774E+00"
"32027","-4.19466782E+00"
"32186","-4.19623947E+00"
"32350","-4.19775391E+00"
"32506","-4.19770432E+00"
"32666","-4.20187759E+00"
"32818","-4.19816589E+00"
"32974","-4.19564819E+00"
"33135","-4.19696808E+00"
"33288","-4.19806290E+00"
"33451","-4.19755554E+00"
"33613","-4.20049667E+00"
"33772","-4.19750977E+00"
"33933","-4.20000458E+00"
"34091","-4.19765854E+00"
"34253","-4.19324493E+00"
"34416","-4.19883728E+00"
"34678","-4.19525146E+00"
"34840","-4.19825745E+00"
"34994","-4.19841766E+00"
"35159","-4.19530487E+00"
"35320","-4.19821548E+00"
"35485","-4.20034409E+00"
"35648","-4.19731903E+00"
"35811","-4.19845581E+00"
"35967","-4.19969559E+00"
"36130","-4.19771576E+00"
"36288","-4.19644928E+00"
"36446","-4.19894409E+00"
"36710","-4.19879150E+00"
"36869","-4.20266342E+00"
"37023","-4.19800568E+00"
"37184","-4.20165253E+00"
"37344","-4.19816208E+00"
"37508","-4.19660187E+00"
"37670","-4.20235443E+00"
"37829","-4.19572449E+00"
"37987","-4.19761658E+00"
"38154","-4.19465256E+00"
"38315","-4.19991684E+00"
"38476","-4.19587708E+00"
"38639","-4.19923019E+00"
"38800","-4.19852829E+00"
"38963","-4.19992828E+00"
"39123","-4.19517517E+00"
"39291","-4.20101547E+00"
"39450","-4.19717789E+00"
"39716","-4.19706345E+00"
"39875","-4.19416046E+00"
"40038","-4.20253754E+00"
"40209","-4.19453049E+00"
"40369","-4.19493866E+00"
"40529","-4.19755173E+00"
"40690","-4.19527435E+00"
"40848","-4.19449997E+00"
"41017","-4.19631195E+00"
"41174","-4.19562149E+00"
"41336","-4.20262146E+00"
"41497","-4.19591904E+00"
"41806","-4.19961929E+00"
"41967","-4.20016098E+00"
"42168","-4.19754410E+00"
"42333","-4.20093918E+00"
"42550","-4.20007324E+00"
"42713","-4.19755173E+00"
"42903","-4.19893646E+00"
"43104","-4.19525146E+00"
"43247","-4.19881439E+00"
"43400","-4.20194244E+00"
"43589","-4.19895935E+00"
"43741","-4.19454956E+00"
"43903","-4.19880295E+00"
"44062","-4.19480896E+00"
"44224","-4.19921494E+00"
"44386","-4.19704819E+00"
"44552","-4.19718552E+00"
"44810","-4.19820404E+00"
"44970","-4.19725800E+00"
"45127","-4.19845963E+00"
"45285","-4.19782639E+00"
"45448","-4.19854736E+00"
"45615","-4.20061874E+00"
"45773","-4.20019531E+00"
"45939","-4.19941711E+00"
"46099","-4.19922256E+00"
"46261","-4.19813156E+00"
"46425","-4.20159531E+00"
"46586","-4.19742203E+00"
"46856","-4.19727707E+00"
"47018","-4.19333649E+00"
"47180","-4.19431686E+00"
"47344","-4.19671249E+00"
"47509","-4.19483185E+00"
"47678","-4.19714737E+00"
"47839","-4.19569016E+00"
"48002","-4.19985199E+00"
"48170","-4.19522858E+00"
"48333","-4.19772720E+00"
"48494","-4.20014954E+00"
"48657","-4.19993210E+00"
"48820","-4.19431305E+00"
"48980","-4.19911194E+00"
"49150","-4.19766998E+00"
"49313","-4.19567108E+00"
"49473","-4.20077133E+00"
"49639","-4.19758606E+00"
"49802","-4.19733429E+00"
"49963","-4.19770813E+00"
"50127","-4.20099640E+00"
"50299","-4.19657516E+00"
"50459","-4.19593048E+00"
"50624","-4.19686508E+00"
"50888","-4.19681168E+00"
"51048","-4.20131683E+00"
"51210","-4.19889450E+00"
"51376","-4.20051193E+00"
"51540","-4.19608688E+00"
"51707","-4.19976807E+00"
"51867","-4.19601440E+00"
"52026","-4.19947433E+00"
"52188","-4.19820404E+00"
"52348","-4.20100403E+00"
"52513","-4.19798279E+00"
"52674","-4.19726181E+00"
"52840","-4.20014191E+00"
"53003","-4.19821167E+00"
"53170","-4.19962311E+00"
"53329","-4.19759750E+00"
"53495","-4.19324493E+00"
"53659","-4.19524765E+00"
"53927","-4.19886780E+00"
"54090","-4.19877243E+00"
"54254","-4.19606018E+00"
"54422","-4.20129395E+00"
"54586","-4.20058441E+00"
"54756","-4.20241547E+00"
"54925","-4.20151901E+00"
"55093","-4.19942093E+00"
"55262","-4.19624329E+00"
"55430","-4.19783401E+00"
"55599","-4.19805527E+00"
"55763","-4.19726181E+00"
"55926","-4.19624710E+00"
"56096","-4.19718170E+00"
"56263","-4.19899750E+00"
"56429","-4.19611740E+00"
"56590","-4.20143509E+00"
"56755","-4.19989395E+00"
"56924","-4.20052719E+00"
"57086","-4.20217133E+00"
"57247","-4.19845581E+00"
"57406","-4.19719315E+00"
"57570","-4.19791031E+00"
"57733","-4.19823456E+00"
"57998","-4.19656754E+00"
"58168","-4.19767761E+00"
"58332","-4.19843674E+00"
"58498","-4.19463348E+00"
"58664","-4.19506073E+00"
"58823","-4.19573975E+00"
"58981","-4.19807816E+00"
"59143","-4.19673538E+00"
"59310","-4.19805908E+00"
"59474","-4.19920731E+00"
"59634","-4.19980621E+00"
"59799","-4.19824219E+00"
"59965","-4.20122910E+00"
"60127","-4.19830704E+00"
"60292","-4.20270157E+00"
"60457","-4.19919205E+00"
"60620","-4.20111465E+00"
"60787","-4.19871521E+00"
"61052","-4.19991302E+00"
"61214","-4.19966507E+00"
"61378","-4.19636536E+00"
"61544","-4.20249939E+00"
"61710","-4.19664764E+00"
"61874","-4.19611359E+00"
"62036","-4.20015717E+00"
"62199","-4.19892120E+00"
"62363","-4.20154190E+00"
"62529","-4.19744110E+00"
"62697","-4.19898224E+00"
"62863","-4.20067215E+00"
"63027","-4.19752884E+00"
"63190","-4.19909286E+00"
"63357","-4.19508743E+00"
"63517","-4.19660950E+00"
"63681","-4.19575882E+00"
"63850","-4.19647980E+00"
"64017","-4.19899368E+00"
"64181","-4.19835663E+00"
"64347","-4.19851303E+00"
"64512","-4.20166397E+00"
"64680","-4.20061874E+00"
"64846","-4.19995880E+00"
"65110","-4.19937897E+00"
"65274","-4.19832993E+00"
"65437","-4.19832230E+00"
"65610","-4.19319916E+00"
"65774","-4.19547272E+00"
"65939","-4.19767761E+00"
"66111","-4.19723511E+00"
"66280","-4.19654465E+00"
"66452","-4.19946289E+00"
"66625","-4.19665909E+00"
"66787","-4.19866943E+00"
"66954","-4.19586182E+00"
"67120","-4.19449234E+00"
"67285","-4.20036697E+00"
"67455","-4.19725037E+00"
"67626","-4.19853973E+00"
"67803","-4.19509888E+00"
"67966","-4.19946289E+00"
"68132","-4.19995880E+00"
"68303","-4.19658661E+00"
"68469","-4.19848633E+00"
"68634","-4.20174408E+00"
"68800","-4.19718170E+00"
"68978","-4.19696045E+00"
"69144","-4.19838715E+00"
"69309","-4.20074844E+00"
"69474","-4.19559097E+00"
"69639","-4.19657516E+00"
"69807","-4.19821548E+00"
"69973","-4.19635010E+00"
"70136","-4.19903946E+00"
"70299","-4.20044327E+00"
"70468","-4.19890213E+00"
"70633","-4.20146561E+00"
"70803","-4.19758987E+00"
"70970","-4.19602585E+00"
"71141","-4.20281219E+00"
"71315","-4.20007324E+00"
"71486","-4.20084763E+00"
"71655","-4.19881821E+00"
"71825","-4.19483948E+00"
"71995","-4.19763947E+00"
"72160","-4.19975281E+00"
"72322","-4.19788361E+00"
"72490","-4.19546890E+00"
"72654","-4.19924927E+00"
"72821","-4.19677353E+00"
"72990","-4.19845581E+00"
"73153","-4.19910431E+00"
"73318","-4.19857025E+00"
"73484","-4.20243073E+00"
"73646","-4.19984436E+00"
"73818","-4.19686127E+00"
"73986","-4.19829178E+00"
"74256","-4.20291519E+00"
"74423","-4.19888687E+00"
"74590","-4.19710159E+00"
"74762","-4.20220566E+00"
"74930","-4.20024872E+00"
"75104","-4.19909668E+00"
"75273","-4.20082474E+00"
"75441","-4.19850540E+00"
"75617","-4.19588470E+00"
"75787","-4.19738007E+00"
"75966","-4.20229721E+00"
"76136","-4.20135498E+00"
"76304","-4.19984055E+00"
"76473","-4.19625092E+00"
"76631","-4.19880676E+00"
"76802","-4.20011520E+00"
"76974","-4.19827271E+00"
"77151","-4.20027161E+00"
"77325","-4.20008850E+00"
"77481","-4.19664764E+00"
"77663","-4.19887161E+00"
"77836","-4.20207977E+00"
"77999","-4.20311356E+00"
"78178","-4.19856262E+00"
"78446","-4.19805527E+00"
"78620","-4.19535828E+00"
"78798","-4.19947815E+00"
"78972","-4.20060349E+00"
