"time in ms","power in W"
"137","+4.03819489E-04"
"257","+4.03775950E-04"
"388","+4.03794256E-04"
"517","+4.03814280E-04"
"649","+4.03825194E-04"
"787","+4.03758953E-04"
"917","+4.03789250E-04"
"1147","+4.03843267E-04"
"1278","+4.03841317E-04"
"1418","+4.03920072E-04"
"1547","+4.03878832E-04"
"1678","+4.03884827E-04"
"1807","+4.03911690E-04"
"1941","+4.03909769E-04"
"2177","+4.03888145E-04"
"2309","+4.03906248E-04"
"2447","+4.03899612E-04"
"2577","+4.03904734E-04"
"2707","+4.03888349E-04"
"2839","+4.03913495E-04"
"2978","+4.03873797E-04"
"3107","+4.03915677E-04"
"3239","+4.03914542E-04"
"3369","+4.03904734E-04"
"3509","+4.03917627E-04"
"3647","+4.03950951E-04"
"3777","+4.03896760E-04"
"3909","+4.03961109E-04"
"4147","+4.03936720E-04"
"4279","+4.03903745E-04"
"4418","+4.03932732E-04"
"4549","+4.03916260E-04"
"4687","+4.03893791E-04"
"4817","+4.03977465E-04"
"4951","+4.03924059E-04"
"5188","+4.03921324E-04"
"5327","+4.03883518E-04"
"5458","+4.03930841E-04"
"5588","+4.03987331E-04"
"5727","+4.03946411E-04"
"5857","+4.03946935E-04"
"5987","+4.03880025E-04"
"6127","+4.03944694E-04"
"6257","+4.03936021E-04"
"6387","+4.03916958E-04"
"6519","+4.03949554E-04"
"6650","+4.03935788E-04"
"6787","+4.03904734E-04"
"6918","+4.03939368E-04"
"7158","+4.03944170E-04"
"7290","+4.03891812E-04"
"7430","+4.03933751E-04"
"7559","+4.03941580E-04"
"7696","+4.03936574E-04"
"7828","+4.03904327E-04"
"7967","+4.03922400E-04"
"8200","+4.03917860E-04"
"8338","+4.03935235E-04"
"8472","+4.03938495E-04"
"8607","+4.03906713E-04"
"8746","+4.03935323E-04"
"8879","+4.03921149E-04"
"9017","+4.03895014E-04"
"9149","+4.03928134E-04"
"9288","+4.03927639E-04"
"9422","+4.03940066E-04"
"9558","+4.03916463E-04"
"9693","+4.03946295E-04"
"9828","+4.03918501E-04"
"9961","+4.03938611E-04"
"10198","+4.03959624E-04"
"10337","+4.03908663E-04"
"10467","+4.03970043E-04"
"10598","+4.03948507E-04"
"10728","+4.03948739E-04"
"10867","+4.03932470E-04"
"10997","+4.03948128E-04"
"11137","+4.03914921E-04"
"11267","+4.03911487E-04"
"11398","+4.03941638E-04"
"11530","+4.03925049E-04"
"11667","+4.03942511E-04"
"11797","+4.03936428E-04"
"11930","+4.03924205E-04"
"12169","+4.03943035E-04"
"12301","+4.03932616E-04"
