"time in ms","power in W"
"138","+5.99862096E-06"
"259","+5.99760961E-06"
"379","+6.00523981E-06"
"508","+6.00177236E-06"
"639","+6.01264765E-06"
"768","+6.01034844E-06"
"901","+6.01928423E-06"
"1029","+6.01991724E-06"
"1159","+6.02793853E-06"
"1298","+6.00992826E-06"
"1420","+6.02267937E-06"
"1548","+6.03229364E-06"
"1679","+6.02354885E-06"
"1808","+6.04376237E-06"
"1929","+6.03125864E-06"
"2059","+6.02815362E-06"
"2190","+6.03379840E-06"
"2329","+6.03362560E-06"
"2458","+6.03971512E-06"
"2578","+6.03802891E-06"
"2709","+6.02956652E-06"
"2839","+6.05519881E-06"
"2970","+6.02080809E-06"
"3198","+6.03555645E-06"
"3331","+6.05183959E-06"
"3458","+6.04760453E-06"
"3591","+6.05468040E-06"
"3719","+6.03727813E-06"
"3850","+6.04137585E-06"
"3978","+6.05201103E-06"
"4209","+6.04126399E-06"
"4338","+6.02644695E-06"
"4469","+6.06429421E-06"
"4599","+6.06212825E-06"
"4732","+6.05951072E-06"
"4858","+6.05589594E-06"
"4991","+6.06022331E-06"
"5219","+6.05149989E-06"
"5349","+6.06733738E-06"
"5478","+6.07783750E-06"
"5618","+6.05346895E-06"
"5748","+6.07762195E-06"
"5871","+6.06393951E-06"
"6009","+6.06640697E-06"
"6250","+6.06388767E-06"
"6378","+6.07541051E-06"
"6512","+6.08128130E-06"
"6648","+6.08928622E-06"
"6778","+6.08404162E-06"
"6908","+6.08604932E-06"
"7039","+6.06567028E-06"
"7189","+6.07216953E-06"
"7309","+6.07370612E-06"
"7439","+6.08426853E-06"
"7580","+6.05655305E-06"
"7708","+6.08525079E-06"
"7841","+6.08973278E-06"
"7979","+6.11651240E-06"
"8209","+6.10443703E-06"
"8338","+6.12083522E-06"
"8469","+6.09228846E-06"
"8600","+6.10774123E-06"
"8739","+6.10443203E-06"
"8871","+6.06923913E-06"
"9011","+6.08992423E-06"
"9241","+6.09632798E-06"
"9379","+6.13774046E-06"
"9508","+6.11814221E-06"
"9641","+6.10477446E-06"
"9778","+6.11181440E-06"
"9909","+6.10230654E-06"
"10039","+6.13104385E-06"
"10279","+6.11435917E-06"
"10408","+6.11508494E-06"
"10540","+6.12975464E-06"
"10668","+6.11929863E-06"
"10799","+6.12038366E-06"
"10930","+6.10585721E-06"
"11071","+6.11231553E-06"
"11198","+6.11720998E-06"
"11328","+6.12442591E-06"
"11468","+6.11832093E-06"
"11599","+6.14853343E-06"
"11728","+6.12541862E-06"
"11859","+6.11416544E-06"
"11988","+6.14647661E-06"
"12229","+6.11369069E-06"
"12358","+6.12858321E-06"
"12489","+6.12556641E-06"
"12618","+6.14987675E-06"
"12749","+6.14815326E-06"
"12882","+6.14164628E-06"
"13019","+6.13055590E-06"
"13249","+6.14363807E-06"
"13390","+6.14225701E-06"
"13518","+6.13174825E-06"
"13649","+6.13519160E-06"
"13782","+6.13892917E-06"
"13919","+6.15021190E-06"
"14048","+6.14845158E-06"
"14289","+6.14317742E-06"
"14419","+6.16183206E-06"
"14549","+6.12115900E-06"
"14688","+6.14742567E-06"
"14819","+6.17463138E-06"
"14958","+6.16066018E-06"
"15088","+6.16026819E-06"
"15221","+6.17160140E-06"
"15362","+6.17497153E-06"
"15498","+6.14033115E-06"
"15629","+6.13877864E-06"
"15762","+6.14507553E-06"
"15899","+6.17285468E-06"
"16032","+6.16807620E-06"
"16268","+6.17638807E-06"
"16406","+6.17524302E-06"
"16540","+6.19382399E-06"
"16679","+6.18840659E-06"
"16813","+6.16850548E-06"
"16949","+6.18659351E-06"
"17089","+6.16815805E-06"
"17221","+6.17696787E-06"
"17360","+6.18874492E-06"
"17489","+6.17248452E-06"
"17629","+6.17581873E-06"
"17758","+6.18378363E-06"
"17890","+6.18593913E-06"
"18028","+6.19127650E-06"
"18262","+6.19512048E-06"
"18398","+6.19110187E-06"
"18528","+6.19793173E-06"
"18663","+6.17932665E-06"
"18798","+6.19138973E-06"
"18939","+6.19367893E-06"
"19072","+6.18778358E-06"
"19218","+6.17107025E-06"
"19338","+6.19032289E-06"
"19479","+6.18692320E-06"
"19609","+6.19780940E-06"
"19738","+6.18689819E-06"
"19869","+6.19955881E-06"
"19999","+6.20477340E-06"
"20230","+6.18304421E-06"
"20368","+6.21002164E-06"
"20499","+6.19276716E-06"
"20629","+6.20084575E-06"
"20770","+6.19494722E-06"
"20898","+6.19960338E-06"
"21033","+6.19364982E-06"
"21268","+6.19605134E-06"
"21401","+6.20051151E-06"
"21538","+6.19417960E-06"
"21669","+6.20506353E-06"
"21803","+6.19836101E-06"
"21938","+6.19868797E-06"
"22069","+6.21505387E-06"
"22200","+6.21156823E-06"
"22339","+6.20356923E-06"
"22468","+6.20389346E-06"
"22598","+6.21776826E-06"
"22731","+6.19867069E-06"
"22868","+6.20924402E-06"
"23001","+6.20468700E-06"
"23140","+6.21558820E-06"
"23268","+6.21926847E-06"
"23408","+6.20994433E-06"
"23538","+6.21796516E-06"
"23675","+6.22748667E-06"
"23810","+6.23301821E-06"
"23949","+6.23467849E-06"
