source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi27\in9_mzi27_v_6.0_o0.csv,2.7039485884684683e-05,2.745650077204414e-08,2.69870052e-05,2.70933688e-05,0.10154224414302068,444,71.155,160.62076749435667
