source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi18\in9_mzi18_v_9.0_o0.csv,2.9307697426872244e-05,1.0273997777715153e-07,2.91048946e-05,2.95381833e-05,0.35055629338847066,454,65.476,144.53863134657837
