source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi_in0_v_5.0_o0.csv,7.709278400949493e-08,3.3162216817139505e-09,6.96133e-08,8.51769855e-08,4.301598034526184,495,77.851,157.5931174089069
