source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi_in0_v_4.0_o1.csv,1.0873228423044399e-07,3.2580963581633005e-09,1.01771143e-07,1.16208028e-07,2.9964388049258557,473,75.199,159.3199152542373
