source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi17\in9_mzi17_v_9.0_o1.csv,0.00039318028935128813,2.2789918812717127e-07,0.000392715127,0.000393671449,0.05796302467328265,427,61.52,144.4131455399061
