source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi32\in9_mzi32_v_5.0_o0.csv,3.0214601635779813e-05,2.1689151877191826e-07,2.99443291e-05,3.08064118e-05,0.7178367644439753,436,82.439,189.51494252873565
