source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi46\in9_mzi46_v_3.0_o1.csv,0.00042638628698327136,1.3813318256808682e-07,0.000425844511,0.00042681137,0.032396253534651386,538,79.18,147.4487895716946
