source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi41\in9_mzi41_v_0.0_o1.csv,0.0004176191370969267,3.93088460638351e-07,0.00041690949,0.000418284384,0.09412606504838347,423,61.154,144.91469194312796
