source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
in0_mzi5_v_3.0_o8_1.csv,0.00037579809349609373,1.958499473725041e-07,0.000375318195,0.000376375945,0.05211573734993945,512,83.107,162.63600782778866
