source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
mzi_in0_v_12.0_o1.csv,1.135498100247748e-07,2.962246294644478e-09,1.07621723e-07,1.20487556e-07,2.608763761029774,444,70.172,158.40180586907448
