source_file,arithmetic_average_W,standard_deviation_W,minimum_power_W,maximum_power_W,coefficient_of_variation_percent,number_of_measurements,total_measurement_time_s,average_sampling_interval_ms
in0_mzi1_v_0.0_o0_1.csv,6.191003204225775e-07,2.1447716231435424e-08,5.88395437e-07,6.6144338e-07,3.464336154243293,1001,185.365,185.365
