"time in ms","power in W"
"140","+2.82165438E-05"
"259","+2.81452849E-05"
"389","+2.81430403E-05"
"519","+2.81848406E-05"
"649","+2.81556022E-05"
"779","+2.81879729E-05"
"910","+2.81898992E-05"
"1149","+2.82209385E-05"
"1279","+2.81526718E-05"
"1409","+2.81850334E-05"
"1539","+2.81862012E-05"
"1679","+2.81872381E-05"
"1809","+2.82262954E-05"
"1939","+2.81606572E-05"
"2179","+2.82198998E-05"
"2319","+2.81865960E-05"
"2449","+2.81550783E-05"
"2584","+2.81587818E-05"
"2719","+2.81956454E-05"
"2851","+2.81585235E-05"
"2989","+2.82071560E-05"
"3118","+2.81621342E-05"
"3249","+2.82125075E-05"
"3379","+2.81791799E-05"
"3519","+2.81676512E-05"
"3650","+2.81842949E-05"
"3779","+2.82316232E-05"
"3919","+2.81703669E-05"
"4150","+2.82011715E-05"
"4289","+2.82349029E-05"
"4429","+2.82387191E-05"
"4562","+2.82336205E-05"
"4699","+2.81741541E-05"
"4831","+2.81746361E-05"
"4969","+2.81871216E-05"
"5209","+2.81824978E-05"
"5340","+2.81863522E-05"
"5479","+2.82160945E-05"
"5612","+2.81789307E-05"
"5769","+2.81968660E-05"
"5899","+2.81932425E-05"
"6030","+2.82291749E-05"
"6168","+2.81774373E-05"
"6300","+2.81659632E-05"
"6439","+2.82158053E-05"
"6579","+2.81725843E-05"
"6709","+2.81834073E-05"
"6839","+2.81770645E-05"
"6979","+2.82223100E-05"
"7210","+2.82208766E-05"
"7349","+2.82101646E-05"
"7480","+2.82184083E-05"
"7619","+2.81655794E-05"
"7753","+2.81783505E-05"
"7890","+2.82096844E-05"
"8029","+2.82066485E-05"
"8159","+2.81476332E-05"
"8299","+2.82217043E-05"
"8431","+2.81654684E-05"
"8568","+2.82075180E-05"
"8706","+2.81910598E-05"
"8844","+2.81700086E-05"
"8981","+2.81604280E-05"
"9220","+2.81523644E-05"
"9359","+2.82190376E-05"
"9494","+2.82083674E-05"
"9632","+2.82147375E-05"
"9768","+2.82208493E-05"
"9909","+2.82271812E-05"
"10039","+2.82211549E-05"
"10179","+2.82209312E-05"
"10309","+2.82241563E-05"
"10449","+2.81816010E-05"
"10579","+2.81847188E-05"
"10708","+2.82317469E-05"
"10849","+2.81482480E-05"
"10979","+2.82172387E-05"
"11219","+2.81997964E-05"
"11350","+2.81977700E-05"
"11489","+2.82086476E-05"
"11618","+2.81540360E-05"
"11759","+2.82245655E-05"
"11888","+2.81783887E-05"
"12021","+2.81609828E-05"
"12171","+2.81653884E-05"
"12299","+2.81404882E-05"
"12429","+2.82127294E-05"
"12569","+2.81510384E-05"
"12701","+2.82118162E-05"
"12839","+2.81786724E-05"
"12970","+2.82227265E-05"
"13209","+2.82214860E-05"
"13340","+2.81530156E-05"
"13479","+2.81928551E-05"
"13619","+2.82071469E-05"
"13749","+2.82017954E-05"
"13889","+2.82268556E-05"
"14020","+2.81686625E-05"
"14159","+2.82124565E-05"
"14291","+2.82306592E-05"
"14429","+2.82341825E-05"
"14569","+2.82195888E-05"
"14705","+2.81862867E-05"
"14842","+2.81592620E-05"
"14980","+2.82094388E-05"
"15211","+2.81862012E-05"
"15349","+2.82126675E-05"
"15482","+2.82182336E-05"
"15620","+2.81925168E-05"
"15759","+2.82311594E-05"
"15891","+2.81999419E-05"
"16031","+2.81935791E-05"
"16168","+2.81580978E-05"
"16302","+2.81925695E-05"
"16439","+2.81539105E-05"
"16579","+2.81687153E-05"
"16710","+2.82003493E-05"
"16849","+2.81746688E-05"
"16983","+2.81476387E-05"
"17220","+2.82171495E-05"
"17359","+2.81434204E-05"
"17499","+2.82029123E-05"
"17633","+2.82159617E-05"
"17769","+2.82215824E-05"
"17909","+2.82262681E-05"
"18049","+2.82201872E-05"
"18181","+2.81984248E-05"
"18319","+2.82225210E-05"
"18458","+2.81619123E-05"
"18591","+2.82169567E-05"
"18729","+2.81731027E-05"
"18869","+2.82171168E-05"
"18999","+2.81871853E-05"
"19238","+2.81926950E-05"
"19372","+2.81451576E-05"
"19508","+2.82031815E-05"
"19640","+2.82007477E-05"
"19779","+2.81651319E-05"
"19910","+2.81859666E-05"
"20049","+2.81787543E-05"
"20180","+2.82179954E-05"
"20319","+2.81947432E-05"
"20449","+2.81657231E-05"
"20581","+2.81580287E-05"
"20719","+2.82157762E-05"
"20851","+2.82141264E-05"
"20988","+2.81378889E-05"
"21228","+2.81779558E-05"
"21360","+2.81479352E-05"
"21498","+2.82056608E-05"
"21633","+2.81917110E-05"
"21769","+2.81841367E-05"
"21908","+2.81777629E-05"
"22050","+2.82026231E-05"
"22189","+2.81875327E-05"
"22318","+2.81563680E-05"
"22454","+2.81436660E-05"
"22590","+2.81473731E-05"
"22728","+2.81329994E-05"
"22859","+2.81475113E-05"
"22999","+2.81936755E-05"
"23239","+2.81436824E-05"
"23372","+2.81521425E-05"
"23509","+2.81847297E-05"
"23649","+2.81515622E-05"
"23783","+2.82036926E-05"
"23920","+2.81571884E-05"
"24058","+2.81664561E-05"
"24192","+2.82046985E-05"
"24328","+2.82027595E-05"
"24468","+2.81853008E-05"
"24601","+2.82060028E-05"
"24739","+2.82171659E-05"
"24879","+2.82190776E-05"
"25013","+2.81528373E-05"
"25251","+2.81502180E-05"
"25390","+2.81752218E-05"
"25529","+2.82179153E-05"
"25669","+2.82044784E-05"
"25808","+2.81838093E-05"
"25949","+2.82121273E-05"
"26087","+2.82228448E-05"
