"time in ms","power in W"
"1194","+4.35732409E-06"
"1320","+4.29286683E-06"
"1460","+4.08041387E-06"
"1618","+4.36373830E-06"
"1781","+4.21884397E-06"
"1901","+4.30615319E-06"
"2044","+4.08464848E-06"
"2184","+4.05227638E-06"
"2329","+4.30869795E-06"
"2471","+4.13694625E-06"
"2617","+4.07291509E-06"
"2758","+4.20679908E-06"
"2901","+4.14266378E-06"
"3043","+4.23081156E-06"
"3181","+4.17229194E-06"
"3321","+4.37750577E-06"
"3482","+4.28531575E-06"
"3601","+4.18954642E-06"
"3758","+4.37062863E-06"
"3883","+4.11822202E-06"
"4026","+4.09198356E-06"
"4271","+4.16829425E-06"
"4412","+4.09630729E-06"
"4556","+4.16344983E-06"
"4702","+4.09385348E-06"
"4841","+4.34524873E-06"
"5014","+4.39326141E-06"
"5223","+4.10519215E-06"
"5368","+4.10890016E-06"
"5515","+4.25127428E-06"
"5662","+4.39908490E-06"
"5802","+4.31950548E-06"
"5963","+4.08560390E-06"
"6096","+4.28654039E-06"
"6237","+4.10630901E-06"
"6375","+4.27945906E-06"
"6516","+4.10778648E-06"
"6661","+4.21247705E-06"
"6804","+4.06597792E-06"
"6953","+4.37912513E-06"
"7096","+4.12348345E-06"
"7340","+4.34198500E-06"
"7483","+4.03857121E-06"
"7627","+4.35526317E-06"
"7776","+4.09270751E-06"
"7922","+4.31619947E-06"
"8066","+4.20942797E-06"
"8221","+4.08303549E-06"
"8352","+4.34970934E-06"
"8499","+4.26024417E-06"
"8641","+4.25334838E-06"
"8786","+4.26424685E-06"
"8929","+4.11333076E-06"
"9074","+4.28089470E-06"
"9215","+4.07057632E-06"
"9358","+4.23217853E-06"
"9504","+4.12862755E-06"
"9653","+4.21551158E-06"
"9808","+4.28941712E-06"
"9954","+4.35264337E-06"
"10102","+4.16248622E-06"
"10244","+4.28877684E-06"
"10389","+4.20201604E-06"
"10535","+4.05297305E-06"
"10686","+4.22594803E-06"
"10834","+4.32270917E-06"
"10980","+4.24265090E-06"
"11128","+4.17536512E-06"
"11270","+4.27010718E-06"
"11416","+4.00977979E-06"
"11560","+4.04835919E-06"
"11704","+4.10553776E-06"
"11846","+4.24514383E-06"
"11990","+4.17546426E-06"
"12131","+4.00851422E-06"
"12289","+4.04257526E-06"
"12459","+4.13133421E-06"
"12563","+4.11304745E-06"
"12708","+4.07984135E-06"
"12850","+4.13614225E-06"
"12998","+4.24046948E-06"
"13143","+4.16663397E-06"
"13284","+4.32836941E-06"
"13430","+4.29791407E-06"
"13572","+4.18619720E-06"
"13718","+4.26910219E-06"
"13861","+4.06161644E-06"
"14003","+4.28697331E-06"
"14146","+4.31041371E-06"
"14294","+3.98864495E-06"
"14435","+4.30841874E-06"
"14582","+4.25633789E-06"
"14726","+4.23886195E-06"
"14874","+4.13522093E-06"
"15016","+4.07324114E-06"
"15162","+4.01979423E-06"
"15304","+4.21506911E-06"
"15453","+4.26215729E-06"
"15601","+4.10569692E-06"
"15747","+4.13632779E-06"
"15892","+4.11487326E-06"
"16040","+4.16381363E-06"
"16189","+4.06531308E-06"
"16341","+4.29046759E-06"
"16488","+4.00281669E-06"
"16633","+4.02119213E-06"
"16789","+4.18942818E-06"
"16934","+4.20791230E-06"
"17079","+4.19700928E-06"
"17219","+4.13273301E-06"
"17363","+4.27372197E-06"
"17509","+4.23830716E-06"
"17653","+4.16763351E-06"
"17799","+4.12237159E-06"
"17943","+4.08922915E-06"
"18089","+4.03289960E-06"
"18236","+4.13868884E-06"
"18386","+4.08264123E-06"
"18534","+4.04802722E-06"
"18683","+4.17725323E-06"
"18829","+4.23980009E-06"
"18980","+4.08701499E-06"
"19129","+4.26393126E-06"
"19275","+4.04890488E-06"
"19417","+4.11654128E-06"
"19565","+4.00133240E-06"
"19715","+4.15431305E-06"
"19860","+3.97683516E-06"
"20008","+4.20494780E-06"
"20155","+4.02666456E-06"
"20304","+4.23648908E-06"
"20550","+4.22789162E-06"
"20694","+3.95298594E-06"
"20839","+4.18853688E-06"
"20979","+4.11129304E-06"
"21124","+4.09419908E-06"
"21268","+4.06050867E-06"
"21514","+4.23501888E-06"
"21660","+4.01017496E-06"
"21816","+4.15182649E-06"
"21961","+4.07131256E-06"
"22109","+3.99815372E-06"
"22259","+4.12168265E-06"
"22510","+4.05252467E-06"
"22656","+4.09851646E-06"
"22819","+3.98611928E-06"
"22961","+4.00412819E-06"
"23109","+4.16403827E-06"
"23258","+4.06518939E-06"
"23503","+3.90968307E-06"
"23649","+4.17869478E-06"
"23817","+4.15878139E-06"
"23964","+4.02189789E-06"
"24112","+3.97122540E-06"
"24257","+4.13461839E-06"
"24504","+4.22372386E-06"
"24649","+4.15381828E-06"
"24797","+3.97773965E-06"
"24944","+4.10279654E-06"
"25091","+4.10786970E-06"
"25235","+4.20770493E-06"
"25487","+4.09823770E-06"
"25634","+3.98198290E-06"
"25786","+4.02566047E-06"
"25934","+4.20001561E-06"
"26079","+4.03123295E-06"
"26225","+4.16459807E-06"
"26471","+4.18984746E-06"
"26616","+4.11828069E-06"
"26766","+3.94200015E-06"
"26914","+4.12376085E-06"
"27063","+4.09897848E-06"
"27219","+3.99193141E-06"
"27367","+4.14876649E-06"
"27513","+3.95052621E-06"
"27663","+4.05153332E-06"
"27813","+3.90083642E-06"
"27965","+4.05243327E-06"
"28111","+3.99328110E-06"
"28258","+4.11487144E-06"
"28404","+4.10245366E-06"
"28563","+4.11849851E-06"
"28721","+3.94546214E-06"
"28867","+4.08236701E-06"
"29028","+3.98296970E-06"
"29176","+4.09214499E-06"
"29329","+3.99813734E-06"
"29581","+4.13559792E-06"
"29723","+4.01466104E-06"
"29872","+4.08408687E-06"
"30013","+3.98985185E-06"
"30164","+4.10710618E-06"
"30319","+4.10742496E-06"
"30570","+3.88249373E-06"
"30721","+4.19337402E-06"
"30874","+4.12214058E-06"
"31028","+3.95914412E-06"
"31180","+4.04151933E-06"
"31328","+4.14434044E-06"
"31582","+3.91572667E-06"
