"time in ms","power in W"
"194","+1.32668101E-05"
"358","+1.32710065E-05"
"519","+1.32475407E-05"
"687","+1.32528185E-05"
"850","+1.32684891E-05"
"1019","+1.32509840E-05"
"1182","+1.32731147E-05"
"1346","+1.32669338E-05"
"1513","+1.32922169E-05"
"1682","+1.32803607E-05"
"1850","+1.32724626E-05"
"2015","+1.32406931E-05"
"2178","+1.32635760E-05"
"2345","+1.32471168E-05"
"2508","+1.32801424E-05"
"2670","+1.32335290E-05"
"2833","+1.32828627E-05"
"2997","+1.32782206E-05"
"3164","+1.32897685E-05"
"3326","+1.32785644E-05"
"3494","+1.32401838E-05"
"3659","+1.32691603E-05"
"3824","+1.32600080E-05"
"3988","+1.32626119E-05"
"4275","+1.32748528E-05"
"4444","+1.32565983E-05"
"4608","+1.32680334E-05"
"4774","+1.32494988E-05"
"4945","+1.32362957E-05"
"5212","+1.32577097E-05"
"5374","+1.32832702E-05"
"5550","+1.32785281E-05"
"5719","+1.32639134E-05"
"5885","+1.32787227E-05"
"6046","+1.32740379E-05"
"6207","+1.32657997E-05"
"6378","+1.32620562E-05"
"6542","+1.32497744E-05"
"6710","+1.32552213E-05"
"6897","+1.32608975E-05"
"7067","+1.32502764E-05"
"7285","+1.32516425E-05"
"7471","+1.32798759E-05"
"7654","+1.32403047E-05"
"7836","+1.32702535E-05"
"7997","+1.32802206E-05"
"8282","+1.32617233E-05"
"8449","+1.32856467E-05"
"8623","+1.32528157E-05"
"8798","+1.32472869E-05"
"8965","+1.32481318E-05"
"9137","+1.32674149E-05"
"9308","+1.32811329E-05"
"9474","+1.32758360E-05"
"9639","+1.32464738E-05"
"9811","+1.32799851E-05"
"9973","+1.32808946E-05"
"10143","+1.32412715E-05"
"10313","+1.32461710E-05"
"10474","+1.32706991E-05"
"10647","+1.32405903E-05"
"10811","+1.32535588E-05"
"10976","+1.32713485E-05"
"11144","+1.32497080E-05"
"11315","+1.32544692E-05"
"11479","+1.32571140E-05"
"11650","+1.32476725E-05"
"11820","+1.32758969E-05"
"11984","+1.32576479E-05"
"12156","+1.32802397E-05"
"12327","+1.32740743E-05"
"12494","+1.32640907E-05"
"12707","+1.32541390E-05"
"12874","+1.32739897E-05"
"13041","+1.32547157E-05"
"13210","+1.32468740E-05"
"13381","+1.32521718E-05"
"13556","+1.32763489E-05"
"13728","+1.32804907E-05"
"13900","+1.32603363E-05"
"14063","+1.32504520E-05"
"14232","+1.32492960E-05"
"14401","+1.32740433E-05"
"14576","+1.32814848E-05"
"14755","+1.32755158E-05"
"14936","+1.32847790E-05"
"15119","+1.32635751E-05"
"15294","+1.32591067E-05"
"15465","+1.32490450E-05"
"15638","+1.32524465E-05"
"15814","+1.32483001E-05"
"15980","+1.32534315E-05"
"16155","+1.32798168E-05"
"16351","+1.32853893E-05"
"16529","+1.32869664E-05"
"16706","+1.32882551E-05"
"16880","+1.32846626E-05"
"17051","+1.32564555E-05"
"17228","+1.32830601E-05"
"17405","+1.32795412E-05"
"17575","+1.32802625E-05"
"17747","+1.32817240E-05"
"17929","+1.32509258E-05"
"18108","+1.32551677E-05"
"18292","+1.32759169E-05"
"18464","+1.32616569E-05"
"18641","+1.32456944E-05"
"18815","+1.32699661E-05"
"18989","+1.32576815E-05"
"19164","+1.32586365E-05"
"19348","+1.32510058E-05"
"19518","+1.32725481E-05"
"19693","+1.32479299E-05"
"19861","+1.32805180E-05"
"20031","+1.32539335E-05"
"20202","+1.32532587E-05"
"20378","+1.32900313E-05"
"20552","+1.32752202E-05"
"20728","+1.32706627E-05"
"20943","+1.32647974E-05"
"21091","+1.32702507E-05"
"21268","+1.32740070E-05"
"21488","+1.32801397E-05"
"21767","+1.32800478E-05"
"21949","+1.32754094E-05"
"22135","+1.32534869E-05"
"22350","+1.32490650E-05"
"22511","+1.32726891E-05"
"22815","+1.32598079E-05"
"22985","+1.32743071E-05"
"23143","+1.32560735E-05"
"23292","+1.32792266E-05"
"23435","+1.32813657E-05"
"23574","+1.32537589E-05"
"23769","+1.32427522E-05"
"23960","+1.32801861E-05"
"24137","+1.32726018E-05"
"24320","+1.32455907E-05"
"24497","+1.32866771E-05"
"24790","+1.32705736E-05"
"24978","+1.32609412E-05"
"25162","+1.32753967E-05"
"25342","+1.32641289E-05"
"25560","+1.32764899E-05"
"25834","+1.32590048E-05"
"26011","+1.32510349E-05"
"26202","+1.32824835E-05"
"26380","+1.32496052E-05"
"26557","+1.32638670E-05"
"26748","+1.32842997E-05"
"26937","+1.32837058E-05"
"27141","+1.32874529E-05"
"27319","+1.32795922E-05"
"27493","+1.32841315E-05"
"27696","+1.32873520E-05"
"27883","+1.32730656E-05"
"28062","+1.32677378E-05"
"28239","+1.32765972E-05"
"28415","+1.32770065E-05"
"28623","+1.32683681E-05"
"28908","+1.32411260E-05"
"29098","+1.32594241E-05"
"29274","+1.32724135E-05"
"29451","+1.32555879E-05"
"29646","+1.32846444E-05"
"29932","+1.32647901E-05"
"30116","+1.32840105E-05"
"30304","+1.32851192E-05"
"30503","+1.32657342E-05"
"30695","+1.32593777E-05"
"30887","+1.32706491E-05"
"31100","+1.32813475E-05"
"31274","+1.32458772E-05"
"31455","+1.32491696E-05"
"31655","+1.32649920E-05"
"31945","+1.32556615E-05"
"32118","+1.32518217E-05"
"32306","+1.32787100E-05"
"32494","+1.32647010E-05"
"32735","+1.32659898E-05"
"32934","+1.32729738E-05"
"33108","+1.32826117E-05"
"33299","+1.32823407E-05"
"33501","+1.32697905E-05"
"33684","+1.32651403E-05"
