"time in ms","power in W"
"133","+9.71856571E-05"
"253","+9.70552792E-05"
"383","+9.71442641E-05"
"513","+9.71284171E-05"
"643","+9.71875925E-05"
"763","+9.70803667E-05"
"893","+9.72700145E-05"
"1025","+9.71805930E-05"
"1153","+9.71081536E-05"
"1286","+9.72912021E-05"
"1423","+9.70973415E-05"
"1553","+9.72679773E-05"
"1683","+9.70906985E-05"
"1803","+9.71984191E-05"
"1933","+9.72071648E-05"
"2163","+9.71062618E-05"
"2293","+9.71743866E-05"
"2422","+9.70830079E-05"
"2553","+9.71202753E-05"
"2683","+9.71961344E-05"
"2813","+9.71279587E-05"
"2943","+9.71776026E-05"
"3173","+9.72165362E-05"
"3303","+9.72783455E-05"
"3433","+9.71422269E-05"
"3553","+9.71223199E-05"
"3683","+9.70925030E-05"
"3813","+9.70687906E-05"
"3942","+9.70962064E-05"
"4173","+9.72696944E-05"
"4303","+9.71117624E-05"
"4433","+9.70764959E-05"
"4563","+9.71283953E-05"
"4693","+9.71422269E-05"
"4833","+9.71554764E-05"
"4963","+9.70963083E-05"
"5193","+9.72160051E-05"
"5323","+9.71830450E-05"
"5453","+9.71817135E-05"
"5583","+9.72328053E-05"
"5713","+9.71971167E-05"
"5843","+9.71115442E-05"
"5973","+9.71612244E-05"
"6203","+9.70984183E-05"
"6333","+9.72540511E-05"
"6463","+9.72603448E-05"
"6593","+9.72919370E-05"
"6723","+9.72245252E-05"
"6853","+9.73061105E-05"
"6983","+9.71817790E-05"
"7213","+9.71217742E-05"
"7353","+9.71589980E-05"
"7483","+9.71359041E-05"
"7613","+9.71369664E-05"
"7745","+9.73034184E-05"
"7883","+9.70746623E-05"
"8013","+9.70918918E-05"
"8153","+9.71043410E-05"
"8283","+9.73280112E-05"
"8413","+9.71551854E-05"
"8543","+9.72531270E-05"
"8673","+9.71289628E-05"
"8805","+9.71301852E-05"
"8943","+9.72912094E-05"
"9173","+9.71408808E-05"
"9303","+9.72443668E-05"
"9443","+9.72800408E-05"
"9573","+9.71150803E-05"
"9704","+9.72984126E-05"
"9843","+9.71022455E-05"
"9972","+9.71277259E-05"
"10203","+9.70809997E-05"
"10343","+9.71869376E-05"
"10473","+9.71303234E-05"
"10603","+9.72738562E-05"
"10733","+9.71336922E-05"
"10873","+9.72895505E-05"
"11003","+9.71278423E-05"
"11233","+9.71196641E-05"
"11363","+9.72578564E-05"
"11493","+9.71143454E-05"
"11624","+9.71297704E-05"
"11753","+9.72517300E-05"
"11883","+9.71210029E-05"
"12013","+9.72197304E-05"
"12143","+9.71348054E-05"
"12273","+9.71204208E-05"
"12403","+9.71628324E-05"
"12534","+9.71290792E-05"
"12673","+9.70988476E-05"
"12803","+9.72574344E-05"
"12933","+9.71392292E-05"
"13064","+9.73028727E-05"
"13193","+9.71097179E-05"
"13323","+9.72598136E-05"
"13452","+9.72925845E-05"
"13593","+9.71780828E-05"
"13723","+9.73017522E-05"
