"time in ms","power in W"
"139","+4.01400466E-04"
"259","+4.01593948E-04"
"389","+4.01370460E-04"
"529","+4.01526922E-04"
"659","+4.01349011E-04"
"799","+4.01651545E-04"
"930","+4.01656842E-04"
"1162","+4.01735568E-04"
"1299","+4.01550904E-04"
"1439","+4.01422585E-04"
"1570","+4.01303521E-04"
"1700","+4.01395606E-04"
"1839","+4.01596830E-04"
"1970","+4.01668687E-04"
"2210","+4.01241618E-04"
"2340","+4.01607482E-04"
"2469","+4.01386409E-04"
"2601","+4.01540776E-04"
"2739","+4.01690486E-04"
"2870","+4.01455531E-04"
"3010","+4.01238911E-04"
"3141","+4.01590281E-04"
"3280","+4.01612982E-04"
"3419","+4.01267374E-04"
"3553","+4.01544035E-04"
"3689","+4.01452126E-04"
"3824","+4.01622296E-04"
"3960","+4.01337689E-04"
"4199","+4.01603203E-04"
"4330","+4.01648344E-04"
"4470","+4.01269936E-04"
"4604","+4.01510915E-04"
"4739","+4.01656871E-04"
"4873","+4.01710597E-04"
"5010","+4.01410070E-04"
"5144","+4.01548430E-04"
"5281","+4.01283352E-04"
"5420","+4.01297526E-04"
"5549","+4.01537807E-04"
"5682","+4.01649391E-04"
"5819","+4.01273253E-04"
"5951","+4.01647674E-04"
"6192","+4.01253783E-04"
"6329","+4.01281402E-04"
"6469","+4.01249941E-04"
"6604","+4.01487603E-04"
"6741","+4.01359226E-04"
"6879","+4.01608966E-04"
"7020","+4.01723752E-04"
"7150","+4.01250029E-04"
"7289","+4.01327881E-04"
"7426","+4.01449041E-04"
"7563","+4.01620491E-04"
"7700","+4.01185243E-04"
"7839","+4.01396013E-04"
"7975","+4.01582103E-04"
"8119","+4.01574041E-04"
"8250","+4.01231548E-04"
"8389","+4.01697063E-04"
"8525","+4.01244091E-04"
"8663","+4.01337369E-04"
"8803","+4.01321915E-04"
"8941","+4.01237165E-04"
"9180","+4.01288853E-04"
"9319","+4.01547266E-04"
"9458","+4.01637284E-04"
"9599","+4.01679717E-04"
"9738","+4.01477562E-04"
"9875","+4.01660334E-04"
"10014","+4.01247758E-04"
"10150","+4.01234691E-04"
"10290","+4.01271041E-04"
"10421","+4.01269033E-04"
"10559","+4.01482481E-04"
"10699","+4.01386671E-04"
"10831","+4.01596481E-04"
"10969","+4.01288737E-04"
"11209","+4.01545578E-04"
"11341","+4.01226804E-04"
"11480","+4.01280297E-04"
"11619","+4.01297730E-04"
"11753","+4.01607715E-04"
"11890","+4.01595607E-04"
"12029","+4.01506753E-04"
"12160","+4.01251134E-04"
"12299","+4.01671743E-04"
"12435","+4.01632860E-04"
"12574","+4.01681056E-04"
"12710","+4.01692028E-04"
"12842","+4.01193887E-04"
"12980","+4.01184399E-04"
"13219","+4.01721394E-04"
"13351","+4.01502301E-04"
"13489","+4.01212339E-04"
"13623","+4.01455094E-04"
"13762","+4.01219557E-04"
"13900","+4.01225436E-04"
"14032","+4.01566824E-04"
"14169","+4.01487836E-04"
"14309","+4.01625584E-04"
"14445","+4.01595054E-04"
"14585","+4.01631318E-04"
"14721","+4.01506288E-04"
"14860","+4.01413301E-04"
"14999","+4.01535654E-04"
"15236","+4.01424913E-04"
"15374","+4.01149504E-04"
"15510","+4.01525875E-04"
"15649","+4.01632802E-04"
