"time in ms","power in W"
"138","+2.16484797E-04"
"258","+2.16641754E-04"
"398","+2.16631626E-04"
"528","+2.16569679E-04"
"658","+2.16553090E-04"
"788","+2.16461864E-04"
"918","+2.16645742E-04"
"1158","+2.16670960E-04"
"1288","+2.16510860E-04"
"1418","+2.16673303E-04"
"1550","+2.16646265E-04"
"1688","+2.16664790E-04"
"1819","+2.16691551E-04"
"1958","+2.16639790E-04"
"2188","+2.16432425E-04"
"2328","+2.16689179E-04"
"2458","+2.16513945E-04"
"2589","+2.16584012E-04"
"2728","+2.16443921E-04"
"2858","+2.16524553E-04"
"2988","+2.16447865E-04"
"3128","+2.16664019E-04"
"3258","+2.16681932E-04"
"3388","+2.16482338E-04"
"3531","+2.16571658E-04"
"3658","+2.16528162E-04"
"3790","+2.16501838E-04"
"3928","+2.16618922E-04"
"4158","+2.16504646E-04"
"4288","+2.16591186E-04"
"4429","+2.16683649E-04"
"4558","+2.16647139E-04"
"4691","+2.16719927E-04"
"4828","+2.16538741E-04"
"4958","+2.16496352E-04"
"5198","+2.16466709E-04"
"5328","+2.16671629E-04"
"5462","+2.16540691E-04"
"5598","+2.16714529E-04"
"5738","+2.16727116E-04"
"5868","+2.16686865E-04"
"6000","+2.16632485E-04"
"6144","+2.16698158E-04"
"6268","+2.16482833E-04"
"6401","+2.16610657E-04"
"6538","+2.16735425E-04"
"6672","+2.16711021E-04"
"6808","+2.16515095E-04"
"6943","+2.16427914E-04"
"7182","+2.16642671E-04"
"7318","+2.16456290E-04"
"7458","+2.16631131E-04"
"7589","+2.16744069E-04"
"7728","+2.16499757E-04"
"7862","+2.16430068E-04"
"8000","+2.16577406E-04"
"8138","+2.16521003E-04"
"8268","+2.16597939E-04"
"8408","+2.16697226E-04"
"8540","+2.16536195E-04"
"8678","+2.16451182E-04"
"8818","+2.16747911E-04"
"8953","+2.16574364E-04"
"9190","+2.16536529E-04"
"9330","+2.16616405E-04"
"9468","+2.16747430E-04"
"9608","+2.16535191E-04"
"9744","+2.16718443E-04"
"9881","+2.16452390E-04"
"10018","+2.16612461E-04"
"10152","+2.16736342E-04"
"10288","+2.16565502E-04"
"10428","+2.16461180E-04"
"10558","+2.16567845E-04"
"10689","+2.16686181E-04"
"10828","+2.16764005E-04"
"10958","+2.16498447E-04"
"11188","+2.16653207E-04"
"11328","+2.16548215E-04"
"11458","+2.16527813E-04"
"11603","+2.16623870E-04"
"11728","+2.16732500E-04"
"11862","+2.16622444E-04"
"11998","+2.16546148E-04"
"12229","+2.16655564E-04"
"12368","+2.16819390E-04"
"12500","+2.16739063E-04"
"12638","+2.16637185E-04"
"12770","+2.16698027E-04"
"12908","+2.16702829E-04"
"13039","+2.16469183E-04"
"13178","+2.16581931E-04"
"13308","+2.16667366E-04"
"13448","+2.16749890E-04"
"13580","+2.16754459E-04"
"13717","+2.16536893E-04"
"13850","+2.16541783E-04"
"13988","+2.16570668E-04"
"14220","+2.16809087E-04"
"14360","+2.16539236E-04"
"14498","+2.16469736E-04"
"14631","+2.16522662E-04"
"14768","+2.16512766E-04"
"14908","+2.16761051E-04"
"15041","+2.16795466E-04"
"15178","+2.16783374E-04"
"15311","+2.16681161E-04"
"15448","+2.16593544E-04"
"15583","+2.16734785E-04"
"15721","+2.16710454E-04"
"15859","+2.16754634E-04"
"15998","+2.16785935E-04"
"16234","+2.16697474E-04"
"16368","+2.16774366E-04"
"16508","+2.16676824E-04"
"16644","+2.16798027E-04"
"16783","+2.16623986E-04"
"16919","+2.16731583E-04"
"17058","+2.16631088E-04"
"17197","+2.16639950E-04"
"17331","+2.16714252E-04"
"17468","+2.16540342E-04"
"17608","+2.16802771E-04"
"17748","+2.16712157E-04"
"17883","+2.16562214E-04"
"18022","+2.16619694E-04"
"18168","+2.16706787E-04"
"18298","+2.16773784E-04"
"18437","+2.16637418E-04"
"18570","+2.16692890E-04"
"18708","+2.16600849E-04"
"18848","+2.16809916E-04"
"18984","+2.16665067E-04"
"19225","+2.16640430E-04"
"19361","+2.16666769E-04"
"19498","+2.16786997E-04"
"19638","+2.16789340E-04"
"19770","+2.16577362E-04"
"19909","+2.16718327E-04"
"20037","+2.16712811E-04"
"20172","+2.16669461E-04"
"20307","+2.16699627E-04"
"20440","+2.16661065E-04"
"20578","+2.16789660E-04"
"20708","+2.16546148E-04"
"20845","+2.16661036E-04"
"20984","+2.16541928E-04"
"21220","+2.16776898E-04"
"21360","+2.16639426E-04"
"21502","+2.16711298E-04"
"21640","+2.16813918E-04"
"21778","+2.16597196E-04"
"21910","+2.16587883E-04"
"22049","+2.16784552E-04"
"22189","+2.16643544E-04"
"22319","+2.16766930E-04"
"22458","+2.16633169E-04"
"22598","+2.16769680E-04"
"22733","+2.16611326E-04"
"22870","+2.16829692E-04"
"23009","+2.16838773E-04"
"23248","+2.16565153E-04"
"23388","+2.16628017E-04"
"23528","+2.16823493E-04"
"23662","+2.16822082E-04"
"23801","+2.16609944E-04"
"23939","+2.16675675E-04"
"24078","+2.16786284E-04"
"24213","+2.16771063E-04"
"24352","+2.16594563E-04"
"24490","+2.16878325E-04"
"24628","+2.16643399E-04"
"24761","+2.16661952E-04"
"24898","+2.16550703E-04"
"25038","+2.16668297E-04"
"25270","+2.16628745E-04"
"25409","+2.16574874E-04"
"25548","+2.16836226E-04"
"25685","+2.16802771E-04"
"25825","+2.16733883E-04"
"25962","+2.16607776E-04"
"26100","+2.16574204E-04"
"26238","+2.16740329E-04"
"26374","+2.16571469E-04"
"26512","+2.16635046E-04"
"26650","+2.16796907E-04"
"26791","+2.16706583E-04"
"26928","+2.16812143E-04"
"27069","+2.16566070E-04"
"27218","+2.16837565E-04"
"27348","+2.16794564E-04"
"27485","+2.16530709E-04"
"27625","+2.16667861E-04"
"27765","+2.16785993E-04"
"27900","+2.16745451E-04"
"28040","+2.16796077E-04"
"28280","+2.16792803E-04"
"28418","+2.16789573E-04"
"28555","+2.16624656E-04"
"28694","+2.16769418E-04"
"28833","+2.16583838E-04"
"28971","+2.16606219E-04"
"29111","+2.16640605E-04"
"29248","+2.16632645E-04"
"29388","+2.16852117E-04"
"29525","+2.16641420E-04"
"29666","+2.16837725E-04"
"29805","+2.16818618E-04"
"29945","+2.16674234E-04"
"30083","+2.16780769E-04"
"30221","+2.16788001E-04"
"30359","+2.16643501E-04"
"30501","+2.16606422E-04"
"30641","+2.16592933E-04"
"30782","+2.16831686E-04"
"30919","+2.16699089E-04"
"31063","+2.16873974E-04"
"31304","+2.16576911E-04"
"31447","+2.16622881E-04"
"31585","+2.16708417E-04"
"31722","+2.16738932E-04"
"31863","+2.16754677E-04"
"32002","+2.16709988E-04"
"32142","+2.16565575E-04"
"32280","+2.16732820E-04"
"32418","+2.16794171E-04"
"32559","+2.16819113E-04"
"32704","+2.16670975E-04"
"32845","+2.16629734E-04"
"32984","+2.16804692E-04"
"33123","+2.16774424E-04"
"33263","+2.16785455E-04"
"33405","+2.16601547E-04"
"33546","+2.16640285E-04"
"33683","+2.16521192E-04"
"33821","+2.16560336E-04"
"33962","+2.16678236E-04"
"34106","+2.16737229E-04"
"34348","+2.16812085E-04"
"34486","+2.16770699E-04"
"34628","+2.16663902E-04"
"34771","+2.16729866E-04"
"34909","+2.16876128E-04"
"35051","+2.16788874E-04"
"35289","+2.16615736E-04"
"35431","+2.16627290E-04"
"35573","+2.16750603E-04"
"35717","+2.16698492E-04"
"35856","+2.16788816E-04"
"35995","+2.16833345E-04"
"36136","+2.16851113E-04"
"36276","+2.16824192E-04"
"36416","+2.16803586E-04"
"36557","+2.16586152E-04"
"36697","+2.16586544E-04"
"36840","+2.16753120E-04"
"36983","+2.16628192E-04"
"37128","+2.16695524E-04"
"37267","+2.16690634E-04"
"37407","+2.16659668E-04"
"37552","+2.16830333E-04"
"37694","+2.16929693E-04"
"37839","+2.16783126E-04"
"37980","+2.16780129E-04"
"38121","+2.16809683E-04"
"38363","+2.16579865E-04"
"38506","+2.16582877E-04"
"38647","+2.16609813E-04"
"38790","+2.16793822E-04"
"38932","+2.16866712E-04"
"39076","+2.16520304E-04"
"39320","+2.16870088E-04"
"39462","+2.16797634E-04"
"39602","+2.16727392E-04"
"39746","+2.16716027E-04"
"39890","+2.16678862E-04"
"40034","+2.16722779E-04"
"40177","+2.16802960E-04"
"40318","+2.16530578E-04"
"40462","+2.16694083E-04"
"40606","+2.16944449E-04"
"40749","+2.16552973E-04"
"40891","+2.16907196E-04"
"41033","+2.16748595E-04"
"41178","+2.16887158E-04"
"41319","+2.16540764E-04"
"41462","+2.16594941E-04"
"41607","+2.16629924E-04"
"41747","+2.16579690E-04"
"41893","+2.16793793E-04"
"42040","+2.16889748E-04"
"42181","+2.16652945E-04"
"42325","+2.16923829E-04"
"42466","+2.16869623E-04"
"42611","+2.16659915E-04"
"42760","+2.16714136E-04"
"42905","+2.16910921E-04"
"43051","+2.16866916E-04"
"43193","+2.16852088E-04"
"43338","+2.16808636E-04"
"43483","+2.16784174E-04"
"43629","+2.16596658E-04"
"43773","+2.16859567E-04"
