"time in ms","power in W"
"137","+1.26642290E-05"
"257","+1.26568684E-05"
"377","+1.26749983E-05"
"517","+1.26714503E-05"
"647","+1.26703872E-05"
"777","+1.26860705E-05"
"907","+1.26816267E-05"
"1137","+1.26765644E-05"
"1268","+1.26896521E-05"
"1407","+1.26944942E-05"
"1527","+1.26769492E-05"
"1657","+1.26827090E-05"
"1797","+1.26987197E-05"
"1917","+1.26716950E-05"
"2157","+1.26755185E-05"
"2287","+1.27050425E-05"
"2417","+1.26878640E-05"
"2547","+1.26914838E-05"
"2677","+1.26895029E-05"
"2807","+1.26887653E-05"
"2937","+1.26830291E-05"
"3168","+1.26793602E-05"
"3307","+1.26922041E-05"
"3437","+1.26807008E-05"
"3567","+1.26830446E-05"
"3697","+1.27086159E-05"
"3827","+1.27102403E-05"
"3957","+1.26958612E-05"
"4187","+1.27055491E-05"
"4317","+1.26887635E-05"
"4447","+1.26897949E-05"
"4578","+1.27102667E-05"
"4708","+1.27127532E-05"
"4839","+1.27030789E-05"
"4977","+1.27082358E-05"
"5207","+1.27074600E-05"
"5338","+1.27038002E-05"
"5477","+1.27106632E-05"
"5607","+1.27029216E-05"
"5737","+1.26811065E-05"
"5867","+1.27036956E-05"
"5997","+1.27090589E-05"
"6137","+1.27126050E-05"
"6267","+1.27267676E-05"
"6397","+1.26970208E-05"
"6529","+1.26922578E-05"
"6657","+1.27001613E-05"
"6787","+1.26997547E-05"
"6918","+1.26907262E-05"
"7157","+1.26972800E-05"
"7287","+1.27075054E-05"
"7417","+1.26930545E-05"
"7547","+1.26913228E-05"
"7677","+1.27237445E-05"
"7817","+1.27006942E-05"
"7948","+1.27059311E-05"
"8180","+1.27182875E-05"
"8319","+1.27094672E-05"
"8447","+1.26950508E-05"
"8587","+1.27081539E-05"
"8717","+1.26937721E-05"
"8848","+1.26966816E-05"
"8987","+1.27175472E-05"
"9217","+1.27143621E-05"
"9349","+1.27190551E-05"
"9487","+1.27108297E-05"
"9617","+1.27091307E-05"
"9747","+1.27130988E-05"
"9877","+1.26999066E-05"
"10008","+1.27095991E-05"
"10147","+1.27282929E-05"
"10277","+1.27064832E-05"
"10407","+1.27068324E-05"
"10537","+1.27124877E-05"
"10677","+1.27126605E-05"
"10807","+1.27103604E-05"
"10937","+1.27314379E-05"
"11167","+1.27195635E-05"
"11297","+1.27204830E-05"
"11427","+1.27136318E-05"
"11557","+1.27161811E-05"
"11687","+1.27262037E-05"
"11828","+1.27205185E-05"
"11957","+1.27170370E-05"
"12187","+1.27179956E-05"
"12318","+1.27253288E-05"
"12447","+1.27167514E-05"
"12577","+1.27225949E-05"
"12717","+1.27267685E-05"
"12847","+1.27269132E-05"
"12978","+1.27371195E-05"
"13217","+1.27421190E-05"
"13347","+1.27360609E-05"
"13478","+1.27251642E-05"
"13617","+1.27268258E-05"
"13747","+1.27147705E-05"
"13887","+1.27338126E-05"
"14017","+1.27503408E-05"
"14147","+1.27325757E-05"
"14277","+1.27377334E-05"
"14417","+1.27454859E-05"
"14547","+1.27468220E-05"
"14677","+1.27320645E-05"
"14807","+1.27365047E-05"
"14937","+1.27336207E-05"
"15167","+1.27329477E-05"
"15307","+1.27370467E-05"
"15437","+1.27411577E-05"
"15577","+1.27340718E-05"
"15707","+1.27319345E-05"
"15847","+1.27309504E-05"
"15977","+1.27301037E-05"
"16209","+1.27508611E-05"
"16348","+1.27390022E-05"
"16478","+1.27561907E-05"
"16617","+1.27533831E-05"
"16747","+1.27542271E-05"
"16887","+1.27466456E-05"
"17017","+1.27357971E-05"
"17160","+1.27473413E-05"
"17287","+1.27455023E-05"
"17419","+1.27598250E-05"
"17557","+1.27355470E-05"
"17687","+1.27502663E-05"
"17827","+1.27323510E-05"
"17957","+1.27513094E-05"
"18197","+1.27491248E-05"
"18328","+1.27437443E-05"
"18467","+1.27477069E-05"
"18598","+1.27548792E-05"
"18737","+1.27483263E-05"
"18869","+1.27351186E-05"
"19007","+1.27661251E-05"
"19237","+1.27533494E-05"
"19377","+1.27648882E-05"
"19507","+1.27512194E-05"
"19637","+1.27427784E-05"
"19778","+1.27505164E-05"
"19907","+1.27412141E-05"
"20037","+1.27568146E-05"
"20171","+1.27532003E-05"
"20307","+1.27634084E-05"
"20447","+1.27621088E-05"
"20581","+1.27579551E-05"
"20717","+1.27617568E-05"
"20850","+1.27605144E-05"
"20987","+1.27480898E-05"
"21220","+1.27688018E-05"
"21357","+1.27623143E-05"
"21497","+1.27694711E-05"
"21629","+1.27747653E-05"
"21767","+1.27644007E-05"
"21899","+1.27765506E-05"
"22037","+1.27631483E-05"
"22167","+1.27644616E-05"
"22298","+1.27684443E-05"
"22437","+1.27667081E-05"
"22567","+1.27721405E-05"
"22707","+1.27720741E-05"
"22837","+1.27723360E-05"
"22967","+1.27853791E-05"
"23207","+1.27728154E-05"
"23337","+1.27724543E-05"
"23468","+1.27717985E-05"
"23607","+1.27709582E-05"
"23737","+1.27751955E-05"
"23877","+1.27757894E-05"
"24007","+1.27704097E-05"
"24239","+1.27795256E-05"
"24377","+1.27808889E-05"
"24507","+1.27768217E-05"
"24647","+1.27881403E-05"
"24777","+1.27853127E-05"
"24913","+1.27846297E-05"
"25050","+1.27907942E-05"
"25187","+1.27751864E-05"
"25319","+1.27887461E-05"
"25457","+1.27810099E-05"
"25588","+1.27745097E-05"
"25727","+1.27893682E-05"
"25861","+1.27849880E-05"
"25997","+1.27812664E-05"
"26237","+1.27839921E-05"
"26368","+1.27917574E-05"
"26507","+1.27851181E-05"
"26637","+1.28025977E-05"
"26770","+1.27818766E-05"
"26907","+1.27882986E-05"
"27047","+1.27898729E-05"
"27177","+1.27910453E-05"
"27308","+1.27913972E-05"
"27448","+1.27857638E-05"
"27581","+1.27979574E-05"
"27718","+1.27962721E-05"
"27857","+1.28162319E-05"
"27987","+1.28087786E-05"
"28227","+1.27980338E-05"
"28359","+1.28033635E-05"
"28497","+1.28111251E-05"
"28628","+1.27900403E-05"
"28762","+1.28110378E-05"
"28898","+1.27972962E-05"
"29037","+1.28061865E-05"
"29167","+1.28028641E-05"
"29302","+1.28024312E-05"
"29439","+1.28115762E-05"
"29577","+1.27959538E-05"
"29709","+1.28126348E-05"
"29847","+1.28051806E-05"
"29978","+1.28050542E-05"
"30217","+1.28042666E-05"
"30351","+1.28045704E-05"
"30488","+1.28092279E-05"
"30627","+1.28052980E-05"
"30762","+1.28145421E-05"
"30900","+1.28097745E-05"
"31037","+1.28087449E-05"
"31170","+1.28337324E-05"
"31307","+1.28187257E-05"
"31447","+1.28164702E-05"
"31581","+1.28168549E-05"
"31718","+1.28247175E-05"
"31858","+1.28230104E-05"
"31997","+1.28160045E-05"
"32233","+1.28298361E-05"
"32368","+1.28345591E-05"
"32507","+1.28544280E-05"
"32641","+1.28365100E-05"
"32779","+1.28254678E-05"
"32917","+1.28304828E-05"
"33057","+1.28403553E-05"
"33191","+1.28300344E-05"
"33330","+1.28309757E-05"
"33467","+1.28303500E-05"
"33602","+1.28459951E-05"
"33741","+1.28378697E-05"
"33878","+1.28450956E-05"
"34017","+1.28355823E-05"
