"time in ms","power in W"
"135","+4.15126357E-04"
"253","+4.14969050E-04"
"394","+4.15163406E-04"
"523","+4.15190443E-04"
"653","+4.15015878E-04"
"783","+4.14990791E-04"
"917","+4.15157789E-04"
"1153","+4.15033574E-04"
"1297","+4.15096030E-04"
"1423","+4.15015355E-04"
"1554","+4.15043090E-04"
"1683","+4.15322604E-04"
"1824","+4.15034185E-04"
"1953","+4.15037735E-04"
"2184","+4.14985116E-04"
"2313","+4.15017916E-04"
"2455","+4.15004266E-04"
"2583","+4.14995564E-04"
"2714","+4.15135670E-04"
"2844","+4.15024522E-04"
"2974","+4.14948125E-04"
"3113","+4.15025308E-04"
"3247","+4.15018469E-04"
"3374","+4.15192946E-04"
"3504","+4.14945302E-04"
"3643","+4.14993643E-04"
"3774","+4.14889364E-04"
"3905","+4.14913840E-04"
"4045","+4.15043352E-04"
"4173","+4.15154209E-04"
"4306","+4.14940703E-04"
"4444","+4.15005867E-04"
"4584","+4.15078073E-04"
"4714","+4.15054004E-04"
"4854","+4.15003655E-04"
"4984","+4.14913957E-04"
"5224","+4.14977607E-04"
"5353","+4.14947339E-04"
"5495","+4.15008340E-04"
"5624","+4.14875307E-04"
"5766","+4.14891721E-04"
"5893","+4.14827082E-04"
"6024","+4.15111193E-04"
"6163","+4.14933835E-04"
"6294","+4.14948299E-04"
"6426","+4.14989103E-04"
"6566","+4.14871756E-04"
"6703","+4.14978742E-04"
"6835","+4.14912705E-04"
"6974","+4.14981041E-04"
"7211","+4.14947659E-04"
"7349","+4.14902897E-04"
"7485","+4.14782029E-04"
"7624","+4.14943032E-04"
"7757","+4.14819922E-04"
"7893","+4.14786220E-04"
"8034","+4.14916518E-04"
"8164","+4.14864975E-04"
"8304","+4.14772658E-04"
"8438","+4.14982060E-04"
"8576","+4.14920331E-04"
"8713","+4.15025133E-04"
"8853","+4.14692331E-04"
"8990","+4.14905662E-04"
"9228","+4.14698239E-04"
"9368","+4.14736307E-04"
"9508","+4.14935494E-04"
"9650","+4.14897426E-04"
"9788","+4.14938433E-04"
"9923","+4.14685375E-04"
"10064","+4.14700567E-04"
"10193","+4.14888666E-04"
"10325","+4.14849288E-04"
"10463","+4.14881157E-04"
"10594","+4.14937735E-04"
"10733","+4.14817390E-04"
"10864","+4.14651440E-04"
"11003","+4.14865441E-04"
"11234","+4.14822367E-04"
"11365","+4.14834125E-04"
"11504","+4.14778304E-04"
"11634","+4.14794777E-04"
"11774","+4.14740760E-04"
"11905","+4.14774375E-04"
"12044","+4.14707261E-04"
"12174","+4.14851093E-04"
"12315","+4.14741313E-04"
"12444","+4.14830720E-04"
"12576","+4.14633192E-04"
"12714","+4.14815149E-04"
"12847","+4.14690410E-04"
"12983","+4.14839247E-04"
"13224","+4.14705806E-04"
"13359","+4.14761627E-04"
"13497","+4.14687122E-04"
"13634","+4.14784852E-04"
"13769","+4.14684037E-04"
"13904","+4.14891460E-04"
"14044","+4.14826762E-04"
"14183","+4.14721610E-04"
"14315","+4.14813985E-04"
"14454","+4.14607639E-04"
"14585","+4.14609007E-04"
"14723","+4.14735841E-04"
"14854","+4.14721610E-04"
"14993","+4.14644339E-04"
"15225","+4.14645066E-04"
"15363","+4.14746872E-04"
"15495","+4.14581096E-04"
"15634","+4.14650945E-04"
"15765","+4.14716604E-04"
"15903","+4.14679263E-04"
"16039","+4.14539711E-04"
"16174","+4.14499606E-04"
"16314","+4.14490118E-04"
"16453","+4.14827169E-04"
"16591","+4.14610084E-04"
"16730","+4.14690498E-04"
"16867","+4.14866197E-04"
"17003","+4.14635520E-04"
"17240","+4.14662994E-04"
"17379","+4.14838549E-04"
"17517","+4.14656010E-04"
"17657","+4.14629380E-04"
"17795","+4.14752023E-04"
"17933","+4.14628681E-04"
